Biome,Surface Count,Surface %,Subsurface Count,Subsurface %,First X,First Z
COLD_DESERT_MESA,4351621,0.6640,4786,0.0007,-408512,-405824
COLD_EXTINCT_VOLCANO,581090,0.0887,0,0.0000,-408064,-335136
COLD_ISLAND_SHALLOWS,1121410,0.1711,587392,0.0896,-409600,-407232
COLD_OCEAN,8603244,1.3128,4861732,0.7418,-409600,-406464
COLD_OCEAN_OVERHANGS,166714,0.0254,34879,0.0053,-407552,-399424
COLD_OCEAN_SLOPES,8717722,1.3302,4999665,0.7629,-409472,-406816
COLD_OCEAN_TRENCH,171098,0.0261,96397,0.0147,-409600,-404704
COLD_SINKHOLE,114436,0.0175,0,0.0000,-409024,-400512
COLD_SINKHOLE_BORDER,308484,0.0471,271918,0.0415,-409088,-400480
COLD_STEPPE,3385256,0.5165,8,0.0000,-408512,-408992
CORAL_COVES,0,0.0000,8653796,1.3205,-405696,-407936
CORAL_OCEAN,2524502,0.3852,1437330,0.2193,-409600,-395872
CORAL_OCEAN_SLOPES,2620226,0.3998,1499372,0.2288,-409600,-396320
CORAL_OCEAN_TRENCH,75141,0.0115,42903,0.0065,-409600,-395840
DARK_FOREST,3537486,0.5398,0,0.0000,-409152,-404160
DARK_OAK_CAVERNS,0,0.0000,17311675,2.6416,-408000,-409600
DARK_OAK_WOODLANDS,3661209,0.5587,402,0.0001,-408288,-405984
DEEP_DARK,0,0.0000,9977513,1.5224,-408672,-409600
DEEP_DARK_GROVE,0,0.0000,1945020,0.2968,-408096,-404000
DEEP_DEPTHS,2714290,0.4142,2370461,0.3617,-407968,-402912
DEEP_DEPTHS_TRENCH,80886,0.0123,70777,0.0108,-408096,-402848
DEEP_OCEAN,2708093,0.4132,2365095,0.3609,-407744,-404000
DENSELY_WOODED_HIGHLANDS,1037564,0.1583,0,0.0000,-408320,-409536
DESERT,4541299,0.6929,0,0.0000,-407936,-393056
DESERT_EXTINCT_VOLCANO,1219544,0.1861,0,0.0000,-407040,-409440
DESERT_MESA,2773937,0.4233,0,0.0000,-405664,-409120
DESERT_PILLARS,452239,0.0690,0,0.0000,-409248,-319040
DESERT_SINKHOLE,335555,0.0512,0,0.0000,-406656,-408576
DESERT_SINKHOLE_BORDER,915758,0.1397,0,0.0000,-406720,-408672
DESERT_SPIKES,450784,0.0688,0,0.0000,-409600,-388320
DESERT_SPIKES_BLACK,4489982,0.6851,0,0.0000,-407520,-407840
DESERT_SPIKES_GOLD,3894139,0.5942,0,0.0000,-406912,-408288
DESERT_TERRACES,436818,0.0667,0,0.0000,-409600,-388544
DIKSAM_PLATEAU,748669,0.1142,0,0.0000,-408512,-390560
DIORITE_MINES,0,0.0000,8635796,1.3177,-409600,-409088
DRIPSTONE_BARRENS,875731,0.1336,668721,0.1020,-408928,-409312
DRY_FIR_FIELDS,5510504,0.8408,3,0.0000,-409120,-408864
DRY_PALM_FOREST,1618937,0.2470,0,0.0000,-407104,-388896
DRY_TEMPERATE_MOUNTAINS,2106541,0.3214,0,0.0000,-406400,-409376
DRY_TEMPERATE_WHITE_MOUNTAINS,1997782,0.3048,0,0.0000,-408128,-409248
DRY_WOODLANDS,3453246,0.5269,0,0.0000,-406592,-383776
DRYBRUSH,3200343,0.4883,0,0.0000,-406112,-409472
ENCHANTED_CAVERNS,0,0.0000,17329923,2.6443,-408096,-409216
ENCHANTED_WOODLANDS,560578,0.0855,0,0.0000,-409600,-386624
ERUPTED_VOLCANO,3480121,0.5310,0,0.0000,-405600,-409600
FIR_FIELDS,1985913,0.3030,11,0.0000,-409600,-408064
FIR_HIGHLANDS,748353,0.1142,168,0.0000,-407712,-391808
FIRMIHIN_FOREST,3441850,0.5252,0,0.0000,-406688,-409024
FLOWERING_FOREST,3259501,0.4974,0,0.0000,-405536,-406592
FOLIAGE_FORTRESS_INNER,167531,0.0256,0,0.0000,-406400,-404000
FOLIAGE_FORTRESS_MIDDLE,899365,0.1372,0,0.0000,-406336,-404064
FOLIAGE_FORTRESS_OUTER,1273751,0.1944,0,0.0000,-406368,-404096
FOSSILIZED_FENLANDS,4503250,0.6871,10,0.0000,-408416,-409600
FRIGID_WASTELANDS,2344146,0.3577,342,0.0001,-406272,-400736
FROSTBOUND_CHASMS,742504,0.1133,567975,0.0867,-408224,-399328
FROSTCOATED_BOG,1633657,0.2493,0,0.0000,-408992,-402528
FROSTY_FINGERS,3172614,0.4841,359670,0.0549,-405664,-405216
FROZEN_BEACH,164758,0.0251,5328,0.0008,-406240,-405408
FROZEN_DEEP_DEPTHS,745485,0.1138,652853,0.0996,-409536,-401248
FROZEN_DEEP_DEPTHS_TRENCH,22627,0.0035,19762,0.0030,-409376,-401248
FROZEN_DEEP_OCEAN,780983,0.1192,681912,0.1041,-409312,-400992
FROZEN_DEEP_OCEAN_VENTS,63745,0.0097,17891,0.0027,-405888,-405440
FROZEN_FUNGI,3615762,0.5517,3329,0.0005,-405824,-405504
FROZEN_ISLAND_SHALLOWS,280125,0.0427,147933,0.0226,-409088,-400608
FROZEN_MARSH,1572811,0.2400,398,0.0001,-408544,-398432
FROZEN_OCEAN,4775563,0.7287,1497189,0.2285,-405920,-405472
FROZEN_OCEAN_OVERHANGS,93935,0.0143,15101,0.0023,-406016,-364960
FROZEN_OCEAN_SLOPES,1673671,0.2554,963804,0.1471,-408832,-400512
FROZEN_OCEAN_TRENCH,126331,0.0193,35741,0.0055,-405856,-405088
FROZEN_SPIRES,2936346,0.4481,329312,0.0502,-405536,-404384
FUNGAL_CAVERNS,0,0.0000,8709212,1.3289,-406848,-406976
FUNGAL_UNDERGROWTH,0,0.0000,8625607,1.3162,-409088,-407968
GLACIAL_OVERHANGS,1231671,0.1879,47899,0.0073,-405632,-405568
GLOOMY_GORGE,3300135,0.5036,0,0.0000,-406464,-409536
GRANITE_MINES,0,0.0000,8607869,1.3135,-408608,-409600
GRASS_SAVANNA,3256547,0.4969,0,0.0000,-405696,-392160
HIGHLANDS,1025357,0.1565,0,0.0000,-407008,-401696
HONEY_GROTTO,0,0.0000,8618474,1.3151,-409120,-409568
ICE_CAPS,1802067,0.2750,463874,0.0708,-407744,-375936
ICE_SPIKES,2850084,0.4349,317959,0.0485,-405760,-404832
ICEBERG_OCEAN,12026295,1.8351,6884549,1.0505,-409312,-407040
ICEBOUND_JUNGLE,2170636,0.3312,0,0.0000,-405664,-404064
ICY_INCISIONS,4772799,0.7283,0,0.0000,-409248,-408896
INFERNO_ISLES,0,0.0000,17153661,2.6174,-408320,-409600
ISLAND_SHALLOWS,890127,0.1358,484768,0.0740,-406976,-397984
JUNGLE,4182115,0.6381,0,0.0000,-407744,-403616
JUNGLE_CAVERNS,0,0.0000,17266768,2.6347,-407424,-409600
JUNGLE_CAVES,0,0.0000,25971972,3.9630,-408384,-409600
KELP_FOREST,6229122,0.9505,1200790,0.1832,-407968,-404384
KELP_FOREST_GRAVEL,15183474,2.3168,2948436,0.4499,-409504,-408384
LAND_GLACIER,2947305,0.4497,323841,0.0494,-405952,-405280
LAVA_TUBES,0,0.0000,3162478,0.4826,-405536,-409504
LAVENDER_CAVERNS,0,0.0000,34707033,5.2959,-405696,-409440
LAVENDER_CRAGS,666150,0.1016,106,0.0000,-408064,-371296
LAVENDER_FIELDS,1031269,0.1574,0,0.0000,-406048,-405856
LUSH_CAVES,0,0.0000,8643654,1.3189,-409568,-408096
LUSH_LOOPS,2812254,0.4291,0,0.0000,-408352,-378752
LUSH_SEA_CAVES,189467,0.0289,0,0.0000,-405568,-392320
MANGROVE_CAVERNS,0,0.0000,8620583,1.3154,-408864,-407456
MANGROVE_SWAMP,700966,0.1070,612250,0.0934,-407936,-388000
MAPLE_CAVERNS,0,0.0000,17249816,2.6321,-409184,-408864
MAPLE_GROVE,2267222,0.3460,8,0.0000,-408288,-409600
MAPLE_WOODLANDS,1873611,0.2859,208,0.0000,-405536,-403744
MARBLE_MINES,0,0.0000,8676881,1.3240,-409600,-408832
MARINE_MONOLITHS,4254206,0.6491,4216693,0.6434,-409248,-408032
MARSH,1502972,0.2293,0,0.0000,-408480,-404736
MESA_MONUMENTS,5276508,0.8051,0,0.0000,-405568,-409248
MONSOON_FOREST,4722672,0.7206,0,0.0000,-407040,-403296
MONTANE_FOREST,3540124,0.5402,181,0.0000,-409376,-409600
MOORLAND,4401935,0.6717,0,0.0000,-407200,-409152
MOUNTAIN_MIRRORS,1333010,0.2034,236288,0.0361,-408128,-376192
MOUNTAINS,2825777,0.4312,3,0.0000,-406208,-407008
MUDDY_COASTS,934889,0.1427,0,0.0000,-407744,-403776
MURKY_MARSHLANDS,1419111,0.2165,1266403,0.1932,-406400,-404480
MUSHROOM_COAST,49970,0.0076,0,0.0000,-408576,-381760
MUSHROOM_FIELDS,1484495,0.2265,0,0.0000,-405760,-366624
MUSKEG,584751,0.0892,0,0.0000,-408032,-369920
OAK_CAVERNS,0,0.0000,25942651,3.9585,-409600,-409600
OAK_FOREST,3813610,0.5819,0,0.0000,-407552,-409248
OAK_SAVANNA,5003349,0.7635,0,0.0000,-406720,-404512
OAK_WOODLANDS,3558157,0.5429,363,0.0001,-409312,-409600
OASIS,37853,0.0058,0,0.0000,-407136,-392448
OASIS_OUTER,415930,0.0635,0,0.0000,-407264,-392672
OCEAN,5751014,0.8775,3276402,0.4999,-407936,-404448
OCEAN_OVERHANGS,138617,0.0212,27891,0.0043,-407968,-339744
OCEAN_SLOPES,5924647,0.9040,3371166,0.5144,-407648,-404352
OCEAN_TRENCH,1173807,0.1791,346958,0.0529,-409280,-408320
OLD_GROWTH_SEQUOIA_FOREST,3277401,0.5001,6,0.0000,-407648,-409600
ORANGE_ARID_PALE_GARDEN,589918,0.0900,0,0.0000,-406336,-361312
ORANGE_ARID_PALE_GARDEN_COAST,7886,0.0012,0,0.0000,-406208,-361312
ORANGE_DESERT,1868717,0.2851,0,0.0000,-405984,-409088
ORANGE_DRY_PALM_FOREST,1771309,0.2703,0,0.0000,-406336,-408224
ORANGE_XERIC_MOUNTAINS,348454,0.0532,0,0.0000,-406880,-233504
ORANGE_XERIC_SHRUBLAND,1687651,0.2575,0,0.0000,-406592,-408224
OVERGROWN_CLIFFS,3334514,0.5088,0,0.0000,-408096,-404000
OVERGROWN_DUGOUT,0,0.0000,25953115,3.9601,-406912,-409472
PALE_GARDEN,3586611,0.5473,1,0.0000,-409248,-407712
PALE_GARDEN_COAST,99978,0.0153,0,0.0000,-405632,-401632
PALM_BEACH,405942,0.0619,0,0.0000,-408128,-403648
PALM_FOREST,3436863,0.5244,0,0.0000,-407200,-408928
PEARLESCENT_DESERT,2126851,0.3245,0,0.0000,-407264,-392352
PERMAFROST_CLIFFS,1213624,0.1852,0,0.0000,-408480,-399776
PILLOW_PLAINS_INNER,1077713,0.1644,0,0.0000,-407712,-405024
PILLOW_PLAINS_MIDDLE,337882,0.0516,0,0.0000,-407680,-404928
PILLOW_PLAINS_OUTER,393253,0.0600,0,0.0000,-407520,-405088
PINE_BARRENS,3040419,0.4639,1242,0.0002,-409280,-408064
PINE_CANOPY,1691116,0.2580,0,0.0000,-409280,-405568
POLAR_MUSHROOM_COAST,13290,0.0020,465,0.0001,-409088,11296
POLAR_MUSHROOM_FIELDS,241899,0.0369,6321,0.0010,-407904,-352352
POLAR_PALE_GARDEN,1862123,0.2841,51235,0.0078,-408640,-409600
POLAR_PALE_GARDEN_COAST,42970,0.0066,1358,0.0002,-409600,-339968
PRAIRIE,3733641,0.5697,0,0.0000,-407936,-407264
PRISMATIC_SPRING,1262896,0.1927,1147654,0.1751,-409088,-404832
RED_ARID_PALE_GARDEN,588608,0.0898,0,0.0000,-406240,-361152
RED_ARID_PALE_GARDEN_COAST,8046,0.0012,0,0.0000,-407168,256928
RED_DESERT,1857309,0.2834,0,0.0000,-405824,-408768
RED_DRY_PALM_FOREST,441801,0.0674,0,0.0000,-407808,-408416
RED_MAPLE_GROVE,1058297,0.1615,8,0.0000,-408224,-409536
RED_XERIC_MOUNTAINS,718628,0.1097,0,0.0000,-407904,-408928
RED_XERIC_SHRUBLAND,4496241,0.6861,0,0.0000,-405536,-408352
REDWOOD_WOODLANDS,2137776,0.3262,0,0.0000,-409344,-406496
ROCKY_DESERT,3480779,0.5311,0,0.0000,-406400,-408768
ROCKY_GRASSLAND,2972494,0.4536,0,0.0000,-407904,-401056
ROCKY_JUNGLE,1873043,0.2858,0,0.0000,-407360,-403360
ROCKY_REFUGE,2956896,0.4512,0,0.0000,-408608,-409600
ROCKY_SEA_CAVES,67267,0.0103,4,0.0000,-409088,-408288
ROCKY_SHALLOW_OCEAN,158047,0.0241,33313,0.0051,-407584,-387584
SAKURA_CAVERNS,0,0.0000,17335672,2.6452,-408192,-409600
SAKURA_GROVE,3243908,0.4950,0,0.0000,-407136,-409504
SAKURA_STREAMS,1220449,0.1862,0,0.0000,-406592,-396896
SAKURA_WOODLANDS,2228564,0.3401,0,0.0000,-409216,-407040
SALT_FLATS,970131,0.1480,0,0.0000,-407744,-405696
SANDY_CHAMBERS,0,0.0000,17366357,2.6499,-405536,-408352
SANDY_SPLITS,4340518,0.6623,0,0.0000,-407232,-408928
SAVANNA,3417159,0.5214,0,0.0000,-407648,-403712
SAVANNA_OVERHANGS,4086093,0.6235,0,0.0000,-408128,-388384
SCARLET_SANCTUARY,4457755,0.6802,0,0.0000,-405888,-407648
SCULK_SWAMP,780467,0.1191,724070,0.1105,-409152,-402176
SEAGRASS_MEADOW,9611069,1.4665,1857313,0.2834,-407584,-404640
SEARING_TORS,763168,0.1165,0,0.0000,-409600,-390752
SECLUDED_VALLEY,1092509,0.1667,915505,0.1397,-407488,-408832
SECLUDED_VALLEY_OUTER,1301835,0.1986,1117424,0.1705,-407584,-408832
SEQUOIA_FOREST,4915947,0.7501,5,0.0000,-405728,-406176
SHALE_BEACH,1209554,0.1846,436,0.0001,-408832,-408256
SHALLOW_CORAL_OCEAN,3421616,0.5221,662684,0.1011,-407872,-403424
SHRUB_BEACH,555186,0.0847,0,0.0000,-409056,-407008
SINKHOLE_FROZEN,3427689,0.5230,3208553,0.4896,-409504,-409568
SINKHOLE_JUNGLE,4515208,0.6890,4154054,0.6339,-406656,-408800
SNOWDRIFT_COASTS,252170,0.0385,21497,0.0033,-409600,-399936
SNOWSWEPT_MEADOWS,1581147,0.2413,79,0.0000,-405760,-405920
SNOWY_BADLANDS,1182084,0.1804,0,0.0000,-409600,-408832
SNOWY_BIRCH_FOREST,2427435,0.3704,261,0.0000,-408384,-406496
SNOWY_BLACKSTONE_MOUNTAINS,633800,0.0967,957,0.0001,-406560,-323360
SNOWY_DUNES,1969277,0.3005,8,0.0000,-409600,-409216
SNOWY_MEADOW,5070100,0.7736,3504,0.0005,-409344,-408672
SNOWY_MOUNTAINS,1393781,0.2127,112,0.0000,-406336,-409600
SNOWY_PLAINS,3757421,0.5733,25159,0.0038,-408800,-405472
SNOWY_SEA_CAVES,1118674,0.1707,53321,0.0081,-407936,-405984
SNOWY_SPIRES,4814690,0.7347,539,0.0001,-409600,-409600
SNOWY_TAIGA,4082067,0.6229,383,0.0001,-407104,-406496
SPRUCE_CAVERNS,0,0.0000,43185682,6.5896,-409344,-409600
SPRUCE_WOODLANDS,5056123,0.7715,535,0.0001,-408992,-409248
STEPPE,2437500,0.3719,0,0.0000,-405536,-409344
STONEGATE_SEAS,12094484,1.8455,12009093,1.8324,-408960,-407616
SUBTERRANEAN_MESA,0,0.0000,17313014,2.6418,-407520,-409600
SUBTROPICAL_DEEP_DEPTHS,2080347,0.3174,1822687,0.2781,-406720,-402080
SUBTROPICAL_DEEP_DEPTHS_TRENCH,61986,0.0095,54234,0.0083,-406688,-402080
SUBTROPICAL_DEEP_OCEAN,4307110,0.6572,3773458,0.5758,-408960,-404896
SUBTROPICAL_DEEP_OCEAN_VENTS,216844,0.0331,93120,0.0142,-409600,-405664
SUBTROPICAL_OCEAN,13474743,2.0561,7673381,1.1709,-409472,-405984
SUBTROPICAL_OCEAN_OVERHANGS,3601103,0.5495,703339,0.1073,-409184,-404960
SUBTROPICAL_OCEAN_SLOPES,8143164,1.2425,1576330,0.2405,-409088,-405088
SUBTROPICAL_OCEAN_TRENCH,430116,0.0656,183585,0.0280,-409504,-405920
SUGAR_PINE_WOODLANDS,3597742,0.5490,0,0.0000,-407584,-406336
SUNFLOWER_PRAIRIE,1493516,0.2279,0,0.0000,-408704,-402848
SWAMP,1698453,0.2592,1549512,0.2364,-409600,-405152
TAIGA,4710351,0.7187,2,0.0000,-408032,-409600
TAIGA_CLEARING,5185580,0.7913,1,0.0000,-409600,-407520
TALL_TIMBERLAND,3510177,0.5356,3,0.0000,-406464,-409376
TAR_PITS,982939,0.1500,0,0.0000,-406784,-408672
TEMPERATE_ALPHA_MOUNTAINS,1036243,0.1581,0,0.0000,-408864,-374752
TEMPERATE_EXTINCT_VOLCANO,1417080,0.2162,0,0.0000,-406912,-397920
TEMPERATE_GRASSLAND,3760470,0.5738,0,0.0000,-405728,-409600
TEMPERATE_MESA,1196470,0.1826,0,0.0000,-407264,-400896
TEMPERATE_MONTANE_RAINFOREST,2105721,0.3213,0,0.0000,-407296,-387872
TEMPERATE_MOUNTAINS,1044011,0.1593,0,0.0000,-407680,-401760
TEMPERATE_OVERPASS,2982155,0.4550,0,0.0000,-409024,-404160
TEMPERATE_RAINFOREST,3236609,0.4939,0,0.0000,-406880,-404384
TEMPERATE_SINKHOLE,220864,0.0337,0,0.0000,-407520,-409472
TEMPERATE_SINKHOLE_BORDER,587155,0.0896,495244,0.0756,-407488,-409568
TERRACOTTA_CAVES,0,0.0000,8636036,1.3178,-409440,-409408
TERRACOTTA_TOMBS,0,0.0000,16522385,2.5211,-409568,-409600
TRAVERTINE_TERRACES,698004,0.1065,0,0.0000,-405536,-335968
TROPICAL_DEEP_DEPTHS,2032532,0.3101,1777617,0.2712,-409216,-379488
TROPICAL_DEEP_DEPTHS_TRENCH,60487,0.0092,52671,0.0080,-409248,-379392
TROPICAL_DEEP_OCEAN,2093793,0.3195,1832736,0.2797,-409600,-395808
TROPICAL_DEEP_OCEAN_VENTS,24970,0.0038,14363,0.0022,-407488,-383456
TROPICAL_EXTINCT_VOLCANO,1363441,0.2080,0,0.0000,-407456,-388352
TROPICAL_FLOODPLAIN,559917,0.0854,0,0.0000,-406656,-367776
TROPICAL_ISLAND_SHALLOWS,985938,0.1504,491318,0.0750,-409600,-396576
TROPICAL_MESA,4593686,0.7009,0,0.0000,-405568,-391520
TROPICAL_MUSHROOM_CAVES,0,0.0000,8619216,1.3152,-408384,-408320
TROPICAL_MUSHROOM_COAST,30066,0.0046,0,0.0000,-406048,-366688
TROPICAL_MUSHROOM_FIELDS,859659,0.1312,0,0.0000,-405632,-366752
TROPICAL_OCEAN,2535930,0.3870,1445420,0.2206,-406656,-393120
TROPICAL_OCEAN_OVERHANGS,1151920,0.1758,227445,0.0347,-407296,-403808
TROPICAL_OCEAN_SLOPES,2639691,0.4028,1501999,0.2292,-405568,-398368
TROPICAL_OCEAN_TRENCH,50040,0.0076,28451,0.0043,-406624,-384128
TROPICAL_RAINFOREST,3885556,0.5929,0,0.0000,-407296,-403680
TROPICAL_SINKHOLE,216885,0.0331,0,0.0000,-406976,-403488
TROPICAL_SINKHOLE_BORDER,580677,0.0886,484580,0.0739,-407104,-403552
TUNDRA,3426332,0.5228,3151,0.0005,-405568,-404064
TUNDRA_TRACKS,472417,0.0721,269,0.0000,-408896,-398368
VERDANT_VALLEYS,4574775,0.6981,3951547,0.6030,-407264,-404672
VERTICAL_VISTAS,547307,0.0835,77,0.0000,-409408,-347104
VERTICAL_VISTAS_FROZEN,662178,0.1010,122975,0.0188,-406944,-365824
VERTICAL_VISTAS_WARM,1977171,0.3017,0,0.0000,-406560,-407264
VINE_VAULT,0,0.0000,16508560,2.5190,-406560,-409568
WATERY_WILDS,557508,0.0851,0,0.0000,-407648,-373760
WET_SAVANNA,3585528,0.5471,0,0.0000,-406272,-386336
WHITE_WALLOWS,2526054,0.3854,0,0.0000,-407520,-409600
WINTRY_SEAS,3866750,0.5900,3865115,0.5898,-409568,-405600
WINTRY_WATERS,224722,0.0343,218674,0.0334,-409248,-386528
WOODED_BUTTES,5384105,0.8215,0,0.0000,-408032,-409536
XERIC_MOUNTAINS,766054,0.1169,0,0.0000,-408448,-408608
XERIC_SHRUBLAND,4650429,0.7096,0,0.0000,-406464,-408736
YELLOW_MAPLE_GROVE,2265896,0.3457,2,0.0000,-408128,-409600
