Biome,Surface Count,Surface %,Subsurface Count,Subsurface %,First X,First Z
BLACK_FOREST,3486752,0.5320,3,0.0000,-408032,-409600
BLACK_SAND_BEACH,2180077,0.3327,18878,0.0029,-407616,-404960
BOREAL_EXTINCT_VOLCANO,2252873,0.3438,0,0.0000,-409600,-407136
BOREAL_MESA,3476360,0.5305,313,0.0000,-408896,-406240
BOREAL_SHRUBLAND,2358561,0.3599,0,0.0000,-406048,-409600
BOREAL_SINKHOLE,435053,0.0664,0,0.0000,-408192,-407040
BOREAL_SINKHOLE_BORDER,1178195,0.1798,1057348,0.1613,-408256,-407136
BROADLEAF_FOREST,3678202,0.5612,0,0.0000,-406976,-404768
CANOPY_CASCADES,4865542,0.7424,0,0.0000,-405568,-392384
CARVING_CREAKS,2393260,0.3652,2093124,0.3194,-407232,-403680
CHAPARRAL,4800292,0.7325,0,0.0000,-407232,-405088
CLOUD_FOREST,4818167,0.7352,0,0.0000,-407264,-403008
COLD_DEEP_DEPTHS,2823814,0.4309,2473405,0.3774,-409504,-406848
COLD_DEEP_DEPTHS_TRENCH,84813,0.0129,74248,0.0113,-408384,-380992
COLD_DEEP_OCEAN,2931090,0.4472,2569471,0.3921,-409600,-401056
COLD_DEEP_OCEAN_VENTS,81957,0.0125,46357,0.0071,-406048,-403360
COLD_DESERT_MESA,4268545,0.6513,1434,0.0002,-408512,-405824
COLD_EXTINCT_VOLCANO,914838,0.1396,0,0.0000,-406144,-404832
COLD_ISLAND_SHALLOWS,1069339,0.1632,560332,0.0855,-409600,-407232
COLD_OCEAN,8313352,1.2685,4689530,0.7156,-409600,-406464
COLD_OCEAN_OVERHANGS,157197,0.0240,33043,0.0050,-407552,-399424
COLD_OCEAN_SLOPES,8415526,1.2841,4821462,0.7357,-409472,-406816
COLD_OCEAN_TRENCH,165362,0.0252,92954,0.0142,-409600,-404704
COLD_SINKHOLE,178668,0.0273,0,0.0000,-409024,-400512
COLD_SINKHOLE_BORDER,483177,0.0737,428820,0.0654,-409088,-400480
COLD_STEPPE,2374076,0.3623,0,0.0000,-408512,-408992
CORAL_COVES,0,0.0000,8675103,1.3237,-405696,-407936
CORAL_OCEAN,2524475,0.3852,1437367,0.2193,-409600,-395872
CORAL_OCEAN_SLOPES,2620253,0.3998,1499247,0.2288,-409600,-396320
CORAL_OCEAN_TRENCH,75144,0.0115,42900,0.0065,-409600,-395840
DARK_FOREST,3682111,0.5618,0,0.0000,-408032,-409536
DARK_OAK_CAVERNS,0,0.0000,17341347,2.6461,-408000,-409600
DARK_OAK_WOODLANDS,3755637,0.5731,71,0.0000,-408416,-409600
DEEP_DARK,0,0.0000,9977513,1.5224,-408672,-409600
DEEP_DARK_GROVE,0,0.0000,2210713,0.3373,-408928,-409312
DEEP_DEPTHS,2158594,0.3294,1885296,0.2877,-407968,-402912
DEEP_DEPTHS_TRENCH,64193,0.0098,56232,0.0086,-408096,-402848
DEEP_OCEAN,2156276,0.3290,1886078,0.2878,-407744,-404000
DENSELY_WOODED_HIGHLANDS,1085353,0.1656,0,0.0000,-408320,-409536
DESERT,3490356,0.5326,0,0.0000,-407072,-383872
DESERT_EXTINCT_VOLCANO,979097,0.1494,0,0.0000,-408544,-391328
DESERT_MESA,2258287,0.3446,0,0.0000,-405664,-409120
DESERT_PILLARS,346782,0.0529,0,0.0000,-409600,-311328
DESERT_SINKHOLE,269793,0.0412,0,0.0000,-406656,-408576
DESERT_SINKHOLE_BORDER,740415,0.1130,0,0.0000,-406720,-408672
DESERT_SPIKES,344350,0.0525,0,0.0000,-409600,-388320
DESERT_SPIKES_BLACK,3455135,0.5272,0,0.0000,-408576,-389600
DESERT_SPIKES_GOLD,2942221,0.4489,0,0.0000,-406912,-408288
DESERT_TERRACES,321001,0.0490,0,0.0000,-409600,-388544
DIKSAM_PLATEAU,702713,0.1072,0,0.0000,-408512,-390560
DIORITE_MINES,0,0.0000,8656583,1.3209,-409600,-409088
DRIPSTONE_BARRENS,733003,0.1118,558325,0.0852,-406624,-407552
DRY_FIR_FIELDS,4806558,0.7334,2,0.0000,-406464,-409376
DRY_PALM_FOREST,1319993,0.2014,0,0.0000,-407296,-384480
DRY_TEMPERATE_MOUNTAINS,1754144,0.2677,0,0.0000,-406400,-409376
DRY_TEMPERATE_WHITE_MOUNTAINS,1651565,0.2520,0,0.0000,-408128,-409248
DRY_WOODLANDS,4954968,0.7561,0,0.0000,-407744,-403616
DRYBRUSH,1857635,0.2835,0,0.0000,-406112,-409472
ENCHANTED_CAVERNS,0,0.0000,17365556,2.6498,-408096,-409216
ENCHANTED_WOODLANDS,190438,0.0291,0,0.0000,-409600,-386624
ERUPTED_VOLCANO,3479970,0.5310,0,0.0000,-405600,-409600
FIR_FIELDS,1445379,0.2205,0,0.0000,-408608,-407200
FIR_HIGHLANDS,965318,0.1473,35,0.0000,-407712,-400096
FIRMIHIN_FOREST,1586880,0.2421,0,0.0000,-406688,-409024
FLOWERING_FOREST,5385069,0.8217,0,0.0000,-408416,-404672
FOLIAGE_FORTRESS_INNER,199784,0.0305,0,0.0000,-407424,-409088
FOLIAGE_FORTRESS_MIDDLE,1066496,0.1627,0,0.0000,-407328,-409216
FOLIAGE_FORTRESS_OUTER,1504129,0.2295,0,0.0000,-407552,-409248
FOSSILIZED_FENLANDS,5138381,0.7841,6,0.0000,-405632,-406784
FRIGID_WASTELANDS,3345711,0.5105,117,0.0000,-409056,-409600
FROSTBOUND_CHASMS,720305,0.1099,549522,0.0839,-408832,-408576
FROSTCOATED_BOG,2034367,0.3104,0,0.0000,-408672,-402592
FROSTY_FINGERS,6635033,1.0124,362645,0.0553,-405824,-405504
FROZEN_BEACH,193689,0.0296,5237,0.0008,-409280,-402208
FROZEN_DEEP_DEPTHS,1166500,0.1780,1021086,0.1558,-409536,-401248
FROZEN_DEEP_DEPTHS_TRENCH,35216,0.0054,30805,0.0047,-409376,-401248
FROZEN_DEEP_OCEAN,1216128,0.1856,1064878,0.1625,-409312,-400992
FROZEN_DEEP_OCEAN_VENTS,96283,0.0147,27463,0.0042,-405888,-405440
FROZEN_FUNGI,5544997,0.8461,1282,0.0002,-406240,-405760
FROZEN_ISLAND_SHALLOWS,442506,0.0675,232101,0.0354,-409088,-400608
FROZEN_MARSH,1870689,0.2854,138,0.0000,-406016,-405856
FROZEN_OCEAN,7357244,1.1226,2325407,0.3548,-405920,-405472
FROZEN_OCEAN_OVERHANGS,125441,0.0191,20429,0.0031,-406016,-364960
FROZEN_OCEAN_SLOPES,2603643,0.3973,1499715,0.2288,-409344,-401632
FROZEN_OCEAN_TRENCH,192781,0.0294,54927,0.0084,-405856,-405088
FROZEN_SPIRES,6178709,0.9428,332129,0.0507,-405536,-404384
FUNGAL_CAVERNS,0,0.0000,8725304,1.3314,-406848,-406976
FUNGAL_UNDERGROWTH,0,0.0000,8644680,1.3191,-409088,-407968
GLACIAL_OVERHANGS,2956268,0.4511,48766,0.0074,-405632,-405568
GLOOMY_GORGE,3300752,0.5037,0,0.0000,-406496,-409504
GRANITE_MINES,0,0.0000,8621532,1.3155,-408608,-409600
GRASS_SAVANNA,5502295,0.8396,0,0.0000,-407648,-403712
HIGHLANDS,1065622,0.1626,0,0.0000,-407008,-401696
HONEY_GROTTO,0,0.0000,8640758,1.3185,-409120,-409568
ICE_CAPS,2825329,0.4311,465218,0.0710,-407744,-375936
ICE_SPIKES,5960552,0.9095,320736,0.0489,-405760,-404832
ICEBERG_OCEAN,13540546,2.0661,7751445,1.1828,-409312,-407040
ICEBOUND_JUNGLE,3128674,0.4774,0,0.0000,-408288,-409600
ICY_INCISIONS,4755762,0.7257,0,0.0000,-409248,-408896
INFERNO_ISLES,0,0.0000,17153659,2.6174,-408320,-409600
ISLAND_SHALLOWS,871357,0.1330,467589,0.0713,-406976,-397984
JUNGLE,2125064,0.3243,0,0.0000,-407360,-403360
JUNGLE_CAVERNS,0,0.0000,17304518,2.6405,-407424,-409600
JUNGLE_CAVES,0,0.0000,26026404,3.9713,-408384,-409600
KELP_FOREST,4958527,0.7566,959398,0.1464,-407968,-404384
KELP_FOREST_GRAVEL,14638515,2.2337,2838436,0.4331,-409504,-408384
LAND_GLACIER,6226543,0.9501,326487,0.0498,-405952,-405280
LAVA_TUBES,0,0.0000,3162339,0.4825,-405536,-409504
LAVENDER_CAVERNS,0,0.0000,34767193,5.3051,-405696,-409440
LAVENDER_CRAGS,965112,0.1473,25,0.0000,-409600,-385920
LAVENDER_FIELDS,1062970,0.1622,0,0.0000,-408416,-398112
LUSH_CAVES,0,0.0000,8663383,1.3219,-409568,-408096
LUSH_LOOPS,3206862,0.4893,0,0.0000,-405536,-385408
LUSH_SEA_CAVES,182836,0.0279,0,0.0000,-405760,-392768
MANGROVE_CAVERNS,0,0.0000,8638532,1.3181,-408864,-407456
MANGROVE_SWAMP,646654,0.0987,566412,0.0864,-407936,-388000
MAPLE_CAVERNS,0,0.0000,17290552,2.6383,-409184,-408864
MAPLE_GROVE,2006345,0.3061,0,0.0000,-407424,-409600
MAPLE_WOODLANDS,2701343,0.4122,51,0.0000,-405536,-403744
MARBLE_MINES,0,0.0000,8696385,1.3270,-409600,-408832
MARINE_MONOLITHS,4018178,0.6131,3981936,0.6076,-409248,-408032
MARSH,1612829,0.2461,0,0.0000,-406496,-396992
MESA_MONUMENTS,4675348,0.7134,0,0.0000,-405600,-409216
MONSOON_FOREST,4991716,0.7617,0,0.0000,-407904,-389312
MONTANE_FOREST,3052357,0.4658,40,0.0000,-409376,-409600
MOORLAND,5005919,0.7638,0,0.0000,-407200,-408928
MOUNTAIN_MIRRORS,1890128,0.2884,236491,0.0361,-408128,-376192
MOUNTAINS,2460229,0.3754,0,0.0000,-409344,-375136
MUDDY_COASTS,956593,0.1460,0,0.0000,-407744,-403776
MURKY_MARSHLANDS,1544180,0.2356,1358767,0.2073,-406016,-396896
MUSHROOM_COAST,45306,0.0069,0,0.0000,-408576,-381760
MUSHROOM_FIELDS,1345118,0.2052,0,0.0000,-405760,-366624
MUSKEG,932036,0.1422,0,0.0000,-409184,-402656
OAK_CAVERNS,0,0.0000,26005607,3.9681,-409600,-409600
OAK_FOREST,5743542,0.8764,0,0.0000,-407296,-405088
OAK_SAVANNA,5046433,0.7700,0,0.0000,-405536,-406592
OAK_WOODLANDS,3650455,0.5570,83,0.0000,-409312,-409600
OASIS,37853,0.0058,0,0.0000,-407136,-392448
OASIS_OUTER,416079,0.0635,0,0.0000,-407264,-392672
OCEAN,4549373,0.6942,2592456,0.3956,-407936,-404448
OCEAN_OVERHANGS,107718,0.0164,21024,0.0032,-409600,-337760
OCEAN_SLOPES,4709483,0.7186,2675047,0.4082,-407648,-404352
OCEAN_TRENCH,1029923,0.1572,294553,0.0449,-409280,-408320
OLD_GROWTH_SEQUOIA_FOREST,2636148,0.4022,0,0.0000,-407648,-409600
ORANGE_ARID_PALE_GARDEN,589970,0.0900,0,0.0000,-406336,-361312
ORANGE_ARID_PALE_GARDEN_COAST,7889,0.0012,0,0.0000,-406208,-361312
ORANGE_DESERT,1429209,0.2181,0,0.0000,-405984,-409088
ORANGE_DRY_PALM_FOREST,1432087,0.2185,0,0.0000,-406176,-408992
ORANGE_XERIC_MOUNTAINS,134907,0.0206,0,0.0000,-409536,-277920
ORANGE_XERIC_SHRUBLAND,1303204,0.1989,0,0.0000,-406400,-408768
OVERGROWN_CLIFFS,3763732,0.5743,0,0.0000,-408096,-404000
OVERGROWN_DUGOUT,0,0.0000,26024065,3.9710,-406912,-409472
PALE_GARDEN,3039827,0.4638,0,0.0000,-409248,-407712
PALE_GARDEN_COAST,87861,0.0134,0,0.0000,-408384,-367488
PALM_BEACH,366590,0.0559,0,0.0000,-408128,-403648
PALM_FOREST,3485821,0.5319,0,0.0000,-406912,-408896
PEARLESCENT_DESERT,1620072,0.2472,0,0.0000,-407264,-392352
PERMAFROST_CLIFFS,1463820,0.2234,0,0.0000,-409120,-408736
PILLOW_PLAINS_INNER,1077822,0.1645,0,0.0000,-407712,-405024
PILLOW_PLAINS_MIDDLE,338039,0.0516,0,0.0000,-407680,-404928
PILLOW_PLAINS_OUTER,393375,0.0600,0,0.0000,-407520,-405088
PINE_BARRENS,2537150,0.3871,1197,0.0002,-409280,-408064
PINE_CANOPY,1299264,0.1983,0,0.0000,-409600,-408320
POLAR_MUSHROOM_COAST,16882,0.0026,465,0.0001,-408128,-102304
POLAR_MUSHROOM_FIELDS,311439,0.0475,6321,0.0010,-407904,-352352
POLAR_PALE_GARDEN,2408250,0.3675,51234,0.0078,-408640,-409600
POLAR_PALE_GARDEN_COAST,55121,0.0084,1358,0.0002,-405632,-401632
PRAIRIE,948125,0.1447,0,0.0000,-405664,-395488
PRISMATIC_SPRING,1262821,0.1927,1147597,0.1751,-409088,-404832
RED_ARID_PALE_GARDEN,588664,0.0898,0,0.0000,-406240,-361152
RED_ARID_PALE_GARDEN_COAST,8039,0.0012,0,0.0000,-407168,256928
RED_DESERT,1413803,0.2157,0,0.0000,-405824,-408768
RED_DRY_PALM_FOREST,330357,0.0504,0,0.0000,-407808,-408416
RED_MAPLE_GROVE,938803,0.1432,0,0.0000,-407264,-409600
RED_XERIC_MOUNTAINS,466362,0.0712,0,0.0000,-408512,-389920
RED_XERIC_SHRUBLAND,3520341,0.5372,0,0.0000,-405568,-408192
REDWOOD_WOODLANDS,3074287,0.4691,0,0.0000,-409344,-406496
ROCKY_DESERT,2679777,0.4089,0,0.0000,-407328,-408448
ROCKY_GRASSLAND,2693769,0.4110,0,0.0000,-407776,-396768
ROCKY_JUNGLE,2145393,0.3274,0,0.0000,-405568,-384192
ROCKY_REFUGE,2986849,0.4558,0,0.0000,-409216,-405792
ROCKY_SEA_CAVES,54486,0.0083,1,0.0000,-408832,-408256
ROCKY_SHALLOW_OCEAN,126169,0.0193,26581,0.0041,-409600,-318912
SAKURA_CAVERNS,0,0.0000,17373849,2.6510,-408192,-409600
SAKURA_GROVE,3462051,0.5283,0,0.0000,-406560,-403712
SAKURA_STREAMS,1214885,0.1854,0,0.0000,-406144,-387808
SAKURA_WOODLANDS,3186683,0.4862,0,0.0000,-409216,-407040
SALT_FLATS,739952,0.1129,0,0.0000,-408384,-361248
SANDY_CHAMBERS,0,0.0000,17412067,2.6569,-405536,-408352
SANDY_SPLITS,4346178,0.6632,0,0.0000,-407232,-408928
SAVANNA,4969986,0.7584,0,0.0000,-407360,-403264
SAVANNA_OVERHANGS,3276092,0.4999,0,0.0000,-405888,-392704
SCARLET_SANCTUARY,3360833,0.5128,0,0.0000,-405920,-407616
SCULK_SWAMP,484004,0.0739,448540,0.0684,-409472,-366720
SEAGRASS_MEADOW,8321039,1.2697,1609683,0.2456,-407584,-404640
SEARING_TORS,576666,0.0880,0,0.0000,-409600,-390752
SECLUDED_VALLEY,1092585,0.1667,915553,0.1397,-407488,-408832
SECLUDED_VALLEY_OUTER,1302228,0.1987,1117767,0.1706,-407520,-408864
SEQUOIA_FOREST,3906644,0.5961,0,0.0000,-409184,-405216
SHALE_BEACH,1150105,0.1755,354,0.0001,-409088,-408288
SHALLOW_CORAL_OCEAN,3422098,0.5222,662705,0.1011,-407872,-403424
SHRUB_BEACH,551593,0.0842,0,0.0000,-408672,-404160
SINKHOLE_FROZEN,3417221,0.5214,3198809,0.4881,-409504,-409568
SINKHOLE_JUNGLE,4520558,0.6898,4158662,0.6346,-406656,-408800
SNOWDRIFT_COASTS,375838,0.0573,21542,0.0033,-408000,-405248
SNOWSWEPT_MEADOWS,1601950,0.2444,19,0.0000,-408608,-406560
SNOWY_BADLANDS,835041,0.1274,0,0.0000,-408256,-393952
SNOWY_BIRCH_FOREST,2497755,0.3811,68,0.0000,-407040,-409600
SNOWY_BLACKSTONE_MOUNTAINS,242673,0.0370,78,0.0000,-406336,-365696
SNOWY_DUNES,1388164,0.2118,6,0.0000,-407936,-394240
SNOWY_MEADOW,1557095,0.2376,26,0.0000,-409344,-408672
SNOWY_MOUNTAINS,2024123,0.3089,69,0.0000,-406720,-409600
SNOWY_PLAINS,3755553,0.5731,25150,0.0038,-408800,-405472
SNOWY_SEA_CAVES,1504447,0.2296,53442,0.0082,-409056,-407008
SNOWY_SPIRES,5234707,0.7988,152,0.0000,-409600,-409600
SNOWY_TAIGA,4086643,0.6236,99,0.0000,-409600,-409216
SPRUCE_CAVERNS,0,0.0000,43271953,6.6028,-409344,-409600
SPRUCE_WOODLANDS,5093215,0.7772,135,0.0000,-408992,-409248
STEPPE,2264082,0.3455,0,0.0000,-405696,-409440
STONEGATE_SEAS,12042804,1.8376,11956821,1.8245,-408960,-407616
SUBTERRANEAN_MESA,0,0.0000,17344892,2.6466,-407520,-409600
SUBTROPICAL_DEEP_DEPTHS,2220260,0.3388,1943160,0.2965,-406720,-402080
SUBTROPICAL_DEEP_DEPTHS_TRENCH,66122,0.0101,57757,0.0088,-406688,-402080
SUBTROPICAL_DEEP_OCEAN,4584346,0.6995,4011355,0.6121,-408992,-404864
SUBTROPICAL_DEEP_OCEAN_VENTS,231608,0.0353,99269,0.0151,-408224,-404544
SUBTROPICAL_OCEAN,14359700,2.1911,8181888,1.2485,-409152,-404640
SUBTROPICAL_OCEAN_OVERHANGS,3859325,0.5889,752720,0.1149,-409184,-404960
SUBTROPICAL_OCEAN_SLOPES,8700750,1.3276,1681274,0.2565,-407776,-405088
SUBTROPICAL_OCEAN_TRENCH,460057,0.0702,197174,0.0301,-407968,-404672
SUGAR_PINE_WOODLANDS,3704136,0.5652,0,0.0000,-408640,-406560
SUNFLOWER_PRAIRIE,958040,0.1462,0,0.0000,-408320,-391712
SWAMP,1730812,0.2641,1564331,0.2387,-407104,-409184
TAIGA,3637268,0.5550,0,0.0000,-405728,-409600
TAIGA_CLEARING,4120711,0.6288,0,0.0000,-407136,-409504
TALL_TIMBERLAND,4766130,0.7273,0,0.0000,-407520,-409600
TAR_PITS,755952,0.1153,0,0.0000,-406784,-408672
TEMPERATE_ALPHA_MOUNTAINS,1065315,0.1626,0,0.0000,-408064,-409248
TEMPERATE_EXTINCT_VOLCANO,1443894,0.2203,0,0.0000,-407040,-409440
TEMPERATE_GRASSLAND,3414423,0.5210,0,0.0000,-408288,-407936
TEMPERATE_MESA,1260663,0.1924,0,0.0000,-407264,-400896
TEMPERATE_MONTANE_RAINFOREST,2312445,0.3529,0,0.0000,-407296,-387872
TEMPERATE_MOUNTAINS,1095417,0.1671,0,0.0000,-408448,-409248
TEMPERATE_OVERPASS,2272622,0.3468,0,0.0000,-408192,-404128
TEMPERATE_RAINFOREST,2505221,0.3823,0,0.0000,-407200,-409152
TEMPERATE_SINKHOLE,235520,0.0359,0,0.0000,-407520,-409472
TEMPERATE_SINKHOLE_BORDER,626571,0.0956,523837,0.0799,-407488,-409568
TERRACOTTA_CAVES,0,0.0000,8651408,1.3201,-409440,-409408
TERRACOTTA_TOMBS,0,0.0000,16522383,2.5211,-409568,-409600
TRAVERTINE_TERRACES,734476,0.1121,0,0.0000,-408384,-291136
TROPICAL_DEEP_DEPTHS,2032748,0.3102,1777770,0.2713,-409216,-379488
TROPICAL_DEEP_DEPTHS_TRENCH,60498,0.0092,52681,0.0080,-409248,-379392
TROPICAL_DEEP_OCEAN,2093865,0.3195,1832783,0.2797,-409600,-395808
TROPICAL_DEEP_OCEAN_VENTS,24971,0.0038,14364,0.0022,-407488,-383456
TROPICAL_EXTINCT_VOLCANO,1333307,0.2034,0,0.0000,-407456,-388352
TROPICAL_FLOODPLAIN,346740,0.0529,0,0.0000,-407104,-373856
TROPICAL_ISLAND_SHALLOWS,894148,0.1364,451357,0.0689,-409600,-396576
TROPICAL_MESA,4531832,0.6915,0,0.0000,-405568,-391520
TROPICAL_MUSHROOM_CAVES,0,0.0000,8633068,1.3173,-408384,-408320
TROPICAL_MUSHROOM_COAST,27356,0.0042,0,0.0000,-406048,-366688
TROPICAL_MUSHROOM_FIELDS,782998,0.1195,0,0.0000,-405632,-366752
TROPICAL_OCEAN,2535903,0.3869,1445480,0.2206,-406656,-393120
TROPICAL_OCEAN_OVERHANGS,1151812,0.1758,227466,0.0347,-407296,-403808
TROPICAL_OCEAN_SLOPES,2639792,0.4028,1502042,0.2292,-405568,-398368
TROPICAL_OCEAN_TRENCH,50038,0.0076,28450,0.0043,-406624,-384128
TROPICAL_RAINFOREST,1615467,0.2465,0,0.0000,-409280,-379296
TROPICAL_SINKHOLE,219396,0.0335,0,0.0000,-406976,-403488
TROPICAL_SINKHOLE_BORDER,587867,0.0897,490907,0.0749,-407104,-403552
TUNDRA,5339282,0.8147,1301,0.0002,-406464,-405536
TUNDRA_TRACKS,753173,0.1149,86,0.0000,-408800,-398944
VERDANT_VALLEYS,4275915,0.6525,3677676,0.5612,-407264,-404672
VERTICAL_VISTAS,198408,0.0303,3,0.0000,-406624,-407200
VERTICAL_VISTAS_FROZEN,958252,0.1462,123070,0.0188,-407648,-370208
VERTICAL_VISTAS_WARM,1641785,0.2505,0,0.0000,-405952,-406816
VINE_VAULT,0,0.0000,16508559,2.5190,-406560,-409568
WATERY_WILDS,348197,0.0531,0,0.0000,-407648,-373760
WET_SAVANNA,3558577,0.5430,0,0.0000,-408512,-384192
WHITE_WALLOWS,1902782,0.2903,0,0.0000,-409216,-405024
WINTRY_SEAS,4191103,0.6395,4189262,0.6392,-409568,-405600
WINTRY_WATERS,244604,0.0373,237510,0.0362,-409248,-386528
WOODED_BUTTES,5762792,0.8793,0,0.0000,-405760,-406560
XERIC_MOUNTAINS,705306,0.1076,0,0.0000,-405792,-328096
XERIC_SHRUBLAND,2729655,0.4165,0,0.0000,-406464,-408736
YELLOW_MAPLE_GROVE,2012726,0.3071,0,0.0000,-407360,-409600
