Biome,Surface Count,Surface %,Subsurface Count,Subsurface %,First X,First Z
FROSTY_FINGERS,2735016,0.4173,358863,0.0548,-405664,-405216
FROZEN_BEACH,138284,0.0211,5311,0.0008,-406240,-405408
FROZEN_DEEP_DEPTHS,652330,0.0995,571075,0.0871,-409536,-401248
FROZEN_DEEP_DEPTHS_TRENCH,19721,0.0030,17190,0.0026,-409376,-401248
FROZEN_DEEP_OCEAN,677516,0.1034,591352,0.0902,-409312,-400992
FROZEN_DEEP_OCEAN_VENTS,55148,0.0084,15453,0.0024,-405888,-405440
FROZEN_FUNGI,2287716,0.3491,2686,0.0004,-405824,-405504
FROZEN_ISLAND_SHALLOWS,243846,0.0372,128825,0.0197,-409088,-400608
FROZEN_MARSH,1425419,0.2175,495,0.0001,-408800,-398944
FROZEN_OCEAN,4139648,0.6317,1296551,0.1978,-405920,-405472
FROZEN_OCEAN_OVERHANGS,84446,0.0129,13519,0.0021,-406016,-364960
FROZEN_OCEAN_SLOPES,1447029,0.2208,834131,0.1273,-408832,-400512
FROZEN_OCEAN_TRENCH,109144,0.0167,30821,0.0047,-405856,-405088
FROZEN_SPIRES,2545850,0.3885,328429,0.0501,-405536,-404384
FUNGAL_CAVERNS,0,0.0000,8672233,1.3233,-406848,-406976
FUNGAL_UNDERGROWTH,0,0.0000,8594957,1.3115,-409088,-407968
GLACIAL_OVERHANGS,1038116,0.1584,47630,0.0073,-405632,-400320
GLOOMY_GORGE,3299846,0.5035,0,0.0000,-406464,-409536
GRANITE_MINES,0,0.0000,8572276,1.3080,-408608,-409600
GRASS_SAVANNA,3498621,0.5338,0,0.0000,-408128,-388896
HIGHLANDS,1234112,0.1883,0,0.0000,-407008,-401696
HONEY_GROTTO,0,0.0000,8580865,1.3093,-408992,-409600
ICE_CAPS,1662001,0.2536,463492,0.0707,-407744,-375936
ICE_SPIKES,2473104,0.3774,317218,0.0484,-405760,-404832
ICEBERG_OCEAN,10616139,1.6199,6075290,0.9270,-409312,-407040
ICEBOUND_JUNGLE,2361256,0.3603,0,0.0000,-405664,-404064
ICY_INCISIONS,4779993,0.7294,0,0.0000,-409248,-408896
INFERNO_ISLES,0,0.0000,17153657,2.6174,-408320,-409600
ISLAND_SHALLOWS,999099,0.1525,537399,0.0820,-405952,-402208
JUNGLE,2914317,0.4447,0,0.0000,-407936,-403808
JUNGLE_CAVERNS,0,0.0000,17194635,2.6237,-407424,-409600
JUNGLE_CAVES,0,0.0000,25860955,3.9461,-408384,-409600
KELP_FOREST,5704408,0.8704,1098945,0.1677,-407968,-404384
KELP_FOREST_GRAVEL,13491720,2.0587,2625716,0.4007,-409504,-408384
LAND_GLACIER,2554693,0.3898,323032,0.0493,-405952,-405280
LAVA_TUBES,0,0.0000,3162521,0.4826,-405536,-409504
LAVENDER_CAVERNS,0,0.0000,34558186,5.2732,-405696,-409440
LAVENDER_CRAGS,758263,0.1157,203,0.0000,-409600,-385920
LAVENDER_FIELDS,813333,0.1241,0,0.0000,-408672,-398336
LUSH_CAVES,0,0.0000,8606925,1.3133,-409568,-408096
LUSH_LOOPS,4081488,0.6228,0,0.0000,-407360,-403264
LUSH_SEA_CAVES,206115,0.0315,0,0.0000,-405568,-392320
MANGROVE_CAVERNS,0,0.0000,8581126,1.3094,-408864,-407456
MANGROVE_SWAMP,779018,0.1189,684459,0.1044,-407936,-388000
MAPLE_CAVERNS,0,0.0000,17182016,2.6218,-409184,-408864
MAPLE_GROVE,2190964,0.3343,20,0.0000,-406496,-406176
MAPLE_WOODLANDS,2027451,0.3094,310,0.0000,-405536,-403744
MARBLE_MINES,0,0.0000,8640839,1.3185,-409600,-408832
MARINE_MONOLITHS,4661447,0.7113,4620519,0.7050,-409248,-408032
MARSH,1788550,0.2729,4,0.0000,-408608,-406560
MESA_MONUMENTS,5470842,0.8348,0,0.0000,-405568,-409248
MONSOON_FOREST,6875399,1.0491,0,0.0000,-407648,-403712
MONTANE_FOREST,2624443,0.4005,243,0.0000,-409376,-409600
MOORLAND,5472133,0.8350,0,0.0000,-407200,-408928
MOUNTAIN_MIRRORS,1209524,0.1846,236204,0.0360,-408128,-376192
MOUNTAINS,2702486,0.4124,10,0.0000,-406336,-409600
MUDDY_COASTS,1078737,0.1646,0,0.0000,-407744,-404384
MURKY_MARSHLANDS,1755868,0.2679,1579775,0.2411,-406400,-404480
MUSHROOM_COAST,51140,0.0078,0,0.0000,-408576,-381760
MUSHROOM_FIELDS,1516837,0.2315,1,0.0000,-405760,-366624
MUSKEG,629137,0.0960,0,0.0000,-407968,-369952
OAK_CAVERNS,0,0.0000,25830287,3.9414,-409600,-409600
OAK_FOREST,3812589,0.5818,4,0.0000,-407552,-409248
OAK_SAVANNA,6200655,0.9461,0,0.0000,-407296,-405088
OAK_WOODLANDS,2753487,0.4201,465,0.0001,-409312,-409600
OASIS,37853,0.0058,0,0.0000,-407136,-392448
OASIS_OUTER,416040,0.0635,0,0.0000,-407264,-392672
OCEAN,5266192,0.8036,2997897,0.4574,-407936,-404448
OCEAN_OVERHANGS,130028,0.0198,25786,0.0039,-407968,-339744
OCEAN_SLOPES,5421184,0.8272,3083813,0.4706,-407648,-404352
OCEAN_TRENCH,1089672,0.1663,321488,0.0491,-409280,-408320
OLD_GROWTH_SEQUOIA_FOREST,3100254,0.4731,13,0.0000,-407648,-409600
ORANGE_ARID_PALE_GARDEN,589862,0.0900,0,0.0000,-406336,-361312
ORANGE_ARID_PALE_GARDEN_COAST,7890,0.0012,0,0.0000,-406208,-361312
ORANGE_DESERT,1670915,0.2550,0,0.0000,-405984,-409088
ORANGE_DRY_PALM_FOREST,1600079,0.2442,0,0.0000,-406176,-408992
ORANGE_XERIC_MOUNTAINS,323218,0.0493,0,0.0000,-409536,-277920
ORANGE_XERIC_SHRUBLAND,1523449,0.2325,0,0.0000,-406592,-408224
OVERGROWN_CLIFFS,5187039,0.7915,0,0.0000,-407040,-403296
OVERGROWN_DUGOUT,0,0.0000,25844969,3.9436,-407008,-409440
PALE_GARDEN,3825914,0.5838,3,0.0000,-409248,-407712
PALE_GARDEN_COAST,105762,0.0161,0,0.0000,-405632,-401632
PALM_BEACH,459582,0.0701,0,0.0000,-408128,-403648
PALM_FOREST,4121500,0.6289,0,0.0000,-406912,-408896
PEARLESCENT_DESERT,1896375,0.2894,0,0.0000,-407264,-392352
PERMAFROST_CLIFFS,1016473,0.1551,0,0.0000,-407552,-376096
PILLOW_PLAINS_INNER,1077680,0.1644,0,0.0000,-407712,-405024
PILLOW_PLAINS_MIDDLE,337849,0.0516,0,0.0000,-407680,-404928
PILLOW_PLAINS_OUTER,393197,0.0600,0,0.0000,-407520,-405088
PINE_BARRENS,2683974,0.4095,1369,0.0002,-409280,-408064
PINE_CANOPY,1515948,0.2313,1,0.0000,-407104,-406816
POLAR_MUSHROOM_COAST,11618,0.0018,465,0.0001,-409088,11296
POLAR_MUSHROOM_FIELDS,210717,0.0322,6319,0.0010,-407904,-352352
POLAR_PALE_GARDEN,1623029,0.2477,51237,0.0078,-408640,-409600
POLAR_PALE_GARDEN_COAST,37187,0.0057,1358,0.0002,-409600,-339968
PRAIRIE,1167427,0.1781,0,0.0000,-409216,-405792
PRISMATIC_SPRING,1262819,0.1927,1147576,0.1751,-409088,-404832
RED_ARID_PALE_GARDEN,588584,0.0898,0,0.0000,-406240,-361152
RED_ARID_PALE_GARDEN_COAST,8046,0.0012,0,0.0000,-407168,256928
RED_DESERT,1661006,0.2534,0,0.0000,-405824,-408768
RED_DRY_PALM_FOREST,388736,0.0593,0,0.0000,-407808,-408416
RED_MAPLE_GROVE,1020550,0.1557,6,0.0000,-406240,-406208
RED_XERIC_MOUNTAINS,683611,0.1043,0,0.0000,-407904,-408928
RED_XERIC_SHRUBLAND,4087352,0.6237,0,0.0000,-405568,-408192
REDWOOD_WOODLANDS,2332093,0.3558,0,0.0000,-409344,-406496
ROCKY_DESERT,3117359,0.4757,0,0.0000,-406400,-408768
ROCKY_GRASSLAND,3208000,0.4895,0,0.0000,-407904,-401056
ROCKY_JUNGLE,2891645,0.4412,0,0.0000,-407360,-403360
ROCKY_REFUGE,3906486,0.5961,2,0.0000,-408032,-401376
ROCKY_SEA_CAVES,47808,0.0073,4,0.0000,-409088,-408288
ROCKY_SHALLOW_OCEAN,147990,0.0226,31040,0.0047,-407584,-387584
SAKURA_CAVERNS,0,0.0000,17259348,2.6336,-408192,-409600
SAKURA_GROVE,4456307,0.6800,0,0.0000,-407136,-409504
SAKURA_STREAMS,1486050,0.2268,0,0.0000,-406592,-396896
SAKURA_WOODLANDS,2437605,0.3719,0,0.0000,-409280,-402240
SALT_FLATS,811970,0.1239,2,0.0000,-405664,-328736
SANDY_CHAMBERS,0,0.0000,17294618,2.6389,-405536,-408352
SANDY_SPLITS,4339212,0.6621,0,0.0000,-407232,-408928
SAVANNA,4392668,0.6703,0,0.0000,-408320,-388064
SAVANNA_OVERHANGS,4395194,0.6707,0,0.0000,-407904,-389312
SCARLET_SANCTUARY,4502210,0.6870,0,0.0000,-405920,-407616
SCULK_SWAMP,847808,0.1294,786828,0.1201,-406016,-405856
SEAGRASS_MEADOW,9677158,1.4766,1870232,0.2854,-407584,-404640
SEARING_TORS,697876,0.1065,0,0.0000,-409600,-390752
SECLUDED_VALLEY,1092451,0.1667,915443,0.1397,-407488,-408832
SECLUDED_VALLEY_OUTER,1301550,0.1986,1117168,0.1705,-407584,-408832
SEQUOIA_FOREST,4716494,0.7197,4,0.0000,-407040,-409600
SHALE_BEACH,1077914,0.1645,478,0.0001,-407584,-406048
SHALLOW_CORAL_OCEAN,4029722,0.6149,781936,0.1193,-407872,-403424
SHRUB_BEACH,661575,0.1009,0,0.0000,-408992,-407904
SINKHOLE_FROZEN,3432238,0.5237,3212812,0.4902,-409504,-409568
SINKHOLE_JUNGLE,4514308,0.6888,4153112,0.6337,-406656,-408800
SNOWDRIFT_COASTS,219437,0.0335,21490,0.0033,-409600,-399936
SNOWSWEPT_MEADOWS,1212735,0.1850,101,0.0000,-408288,-394592
SNOWY_BADLANDS,888628,0.1356,6,0.0000,-409600,-408832
SNOWY_BIRCH_FOREST,1875492,0.2862,322,0.0000,-409024,-400096
SNOWY_BLACKSTONE_MOUNTAINS,558780,0.0853,1104,0.0002,-406560,-323360
SNOWY_DUNES,1477572,0.2255,12,0.0000,-408992,-409248
SNOWY_MEADOW,3313400,0.5056,2967,0.0005,-407392,-406560
SNOWY_MOUNTAINS,1095117,0.1671,128,0.0000,-408832,-408576
SNOWY_PLAINS,3758229,0.5735,25163,0.0038,-408800,-405472
SNOWY_SEA_CAVES,970327,0.1481,53299,0.0081,-407936,-405984
SNOWY_SPIRES,3951887,0.6030,711,0.0001,-409600,-409600
SNOWY_TAIGA,3088941,0.4713,413,0.0001,-407104,-406496
SPRUCE_CAVERNS,0,0.0000,42987378,6.5594,-409344,-409600
SPRUCE_WOODLANDS,3834745,0.5851,581,0.0001,-409600,-409088
STEPPE,2581645,0.3939,0,0.0000,-405536,-409344
STONEGATE_SEAS,11294789,1.7234,11214362,1.7112,-409248,-406848
SUBTERRANEAN_MESA,0,0.0000,17236879,2.6301,-407520,-409600
SUBTROPICAL_DEEP_DEPTHS,2540741,0.3877,2225595,0.3396,-409568,-405600
SUBTROPICAL_DEEP_DEPTHS_TRENCH,75537,0.0115,66166,0.0101,-409504,-405536
SUBTROPICAL_DEEP_OCEAN,5210286,0.7950,4563624,0.6964,-408960,-404896
SUBTROPICAL_DEEP_OCEAN_VENTS,262586,0.0401,112490,0.0172,-409600,-405664
SUBTROPICAL_OCEAN,16347987,2.4945,9317366,1.4217,-409600,-406016
SUBTROPICAL_OCEAN_OVERHANGS,4352926,0.6642,850353,0.1298,-408960,-407616
SUBTROPICAL_OCEAN_SLOPES,9897011,1.5102,1915016,0.2922,-408928,-407712
SUBTROPICAL_OCEAN_TRENCH,521759,0.0796,222191,0.0339,-408864,-407552
SUGAR_PINE_WOODLANDS,2778520,0.4240,0,0.0000,-407584,-406336
SUNFLOWER_PRAIRIE,1560957,0.2382,0,0.0000,-409504,-407808
SWAMP,1996686,0.3047,1822280,0.2781,-406912,-409504
TAIGA,4201028,0.6410,4,0.0000,-408032,-409600
TAIGA_CLEARING,4776510,0.7288,2,0.0000,-408288,-409600
TALL_TIMBERLAND,4286821,0.6541,3,0.0000,-409600,-408064
TAR_PITS,870935,0.1329,0,0.0000,-409536,-387968
TEMPERATE_ALPHA_MOUNTAINS,1240947,0.1894,0,0.0000,-408064,-409248
TEMPERATE_EXTINCT_VOLCANO,1651061,0.2519,0,0.0000,-407040,-409440
TEMPERATE_GRASSLAND,4270702,0.6517,0,0.0000,-406048,-409600
TEMPERATE_MESA,1438834,0.2195,0,0.0000,-407264,-400896
TEMPERATE_MONTANE_RAINFOREST,2722518,0.4154,0,0.0000,-407296,-387872
TEMPERATE_MOUNTAINS,1255007,0.1915,0,0.0000,-408448,-409248
TEMPERATE_OVERPASS,2993337,0.4567,0,0.0000,-409024,-404160
TEMPERATE_RAINFOREST,3270082,0.4990,0,0.0000,-407200,-409152
TEMPERATE_SINKHOLE,267054,0.0407,0,0.0000,-407520,-409472
TEMPERATE_SINKHOLE_BORDER,712590,0.1087,607564,0.0927,-407488,-409568
TERRACOTTA_CAVES,0,0.0000,8599334,1.3122,-409440,-409408
TERRACOTTA_TOMBS,0,0.0000,16522384,2.5211,-409568,-409600
TRAVERTINE_TERRACES,781470,0.1192,0,0.0000,-405536,-335968
TROPICAL_DEEP_DEPTHS,2389786,0.3647,2089624,0.3189,-409600,-395424
TROPICAL_DEEP_DEPTHS_TRENCH,71132,0.0109,62037,0.0095,-409248,-379392
TROPICAL_DEEP_OCEAN,2460438,0.3754,2152523,0.3284,-407744,-404000
TROPICAL_DEEP_OCEAN_VENTS,29139,0.0044,16827,0.0026,-407488,-383456
TROPICAL_EXTINCT_VOLCANO,1555291,0.2373,0,0.0000,-407456,-388352
TROPICAL_FLOODPLAIN,400128,0.0611,0,0.0000,-407104,-373856
TROPICAL_ISLAND_SHALLOWS,1035942,0.1581,521846,0.0796,-409600,-396576
TROPICAL_MESA,5327213,0.8129,0,0.0000,-405568,-391520
TROPICAL_MUSHROOM_CAVES,0,0.0000,8576337,1.3086,-408384,-408320
TROPICAL_MUSHROOM_COAST,32272,0.0049,0,0.0000,-406048,-366688
TROPICAL_MUSHROOM_FIELDS,925541,0.1412,0,0.0000,-405632,-366752
TROPICAL_OCEAN,2982069,0.4550,1699930,0.2594,-405536,-398624
TROPICAL_OCEAN_OVERHANGS,1356217,0.2069,267967,0.0409,-407296,-403808
TROPICAL_OCEAN_SLOPES,3115606,0.4754,1774171,0.2707,-405568,-398368
TROPICAL_OCEAN_TRENCH,58674,0.0090,33460,0.0051,-406624,-384128
TROPICAL_RAINFOREST,2134384,0.3257,0,0.0000,-408448,-379584
TROPICAL_SINKHOLE,256388,0.0391,0,0.0000,-406976,-403488
TROPICAL_SINKHOLE_BORDER,686340,0.1047,572485,0.0874,-407104,-403552
TUNDRA,2232776,0.3407,2753,0.0004,-405568,-404064
TUNDRA_TRACKS,598561,0.0913,472,0.0001,-405632,-405568
VERDANT_VALLEYS,5866889,0.8952,5112387,0.7801,-405632,-406784
VERTICAL_VISTAS,448303,0.0684,91,0.0000,-406624,-331552
VERTICAL_VISTAS_FROZEN,607282,0.0927,122979,0.0188,-406944,-365824
VERTICAL_VISTAS_WARM,1923154,0.2935,0,0.0000,-408608,-409600
VINE_VAULT,0,0.0000,16508565,2.5190,-406560,-409568
WATERY_WILDS,407730,0.0622,0,0.0000,-407648,-373760
WET_SAVANNA,4799678,0.7324,0,0.0000,-408192,-404128
WHITE_WALLOWS,2517331,0.3841,0,0.0000,-409600,-407520
WINTRY_SEAS,3417977,0.5215,3416550,0.5213,-408768,-397472
WINTRY_WATERS,203010,0.0310,197485,0.0301,-409248,-386528
WOODED_BUTTES,6617963,1.0098,0,0.0000,-407520,-409600
XERIC_MOUNTAINS,823815,0.1257,0,0.0000,-408000,-325088
XERIC_SHRUBLAND,3154920,0.4814,0,0.0000,-408320,-408352
YELLOW_MAPLE_GROVE,2189713,0.3341,8,0.0000,-406528,-406176
