Biome,Surface Count,Surface %,Subsurface Count,Subsurface %,First X,First Z
MANGROVE_SWAMP,758015,0.1157,664651,0.1014,-407936,-388000
MAPLE_CAVERNS,0,0.0000,17236932,2.6301,-409184,-408864
MAPLE_GROVE,2163947,0.3302,20,0.0000,-406496,-406176
MAPLE_WOODLANDS,2027409,0.3094,310,0.0000,-405536,-403744
MARBLE_MINES,0,0.0000,8671298,1.3231,-409600,-408832
MARINE_MONOLITHS,4661324,0.7113,4620386,0.7050,-409248,-408032
MARSH,1788510,0.2729,4,0.0000,-408608,-406560
MESA_MONUMENTS,5469853,0.8346,0,0.0000,-405568,-409248
MONSOON_FOREST,5826810,0.8891,0,0.0000,-407648,-403712
MONTANE_FOREST,2624374,0.4004,243,0.0000,-409376,-409600
MOORLAND,5716461,0.8723,0,0.0000,-407200,-408928
MOUNTAIN_MIRRORS,1209507,0.1846,236207,0.0360,-408128,-376192
MOUNTAINS,2702460,0.4124,10,0.0000,-406336,-409600
MUDDY_COASTS,1120067,0.1709,0,0.0000,-407744,-404384
MURKY_MARSHLANDS,1755746,0.2679,1579654,0.2410,-406400,-404480
MUSHROOM_COAST,51139,0.0078,0,0.0000,-408576,-381760
MUSHROOM_FIELDS,1516840,0.2315,1,0.0000,-405760,-366624
MUSKEG,686220,0.1047,0,0.0000,-409152,-402176
OAK_CAVERNS,0,0.0000,25915495,3.9544,-409600,-409600
OAK_FOREST,6565031,1.0017,4,0.0000,-409056,-405856
OAK_SAVANNA,5894472,0.8994,0,0.0000,-407552,-409248
OAK_WOODLANDS,2753514,0.4202,465,0.0001,-409312,-409600
OASIS,37853,0.0058,0,0.0000,-407136,-392448
OASIS_OUTER,416037,0.0635,0,0.0000,-407264,-392672
OCEAN,5266283,0.8036,2997930,0.4574,-407936,-404448
OCEAN_OVERHANGS,130031,0.0198,25786,0.0039,-407968,-339744
OCEAN_SLOPES,5421182,0.8272,3083789,0.4705,-407648,-404352
OCEAN_TRENCH,1089625,0.1663,321498,0.0491,-409280,-408320
OLD_GROWTH_SEQUOIA_FOREST,2816565,0.4298,13,0.0000,-407648,-409600
ORANGE_ARID_PALE_GARDEN,589862,0.0900,0,0.0000,-406336,-361312
ORANGE_ARID_PALE_GARDEN_COAST,7891,0.0012,0,0.0000,-406208,-361312
ORANGE_DESERT,1670910,0.2550,0,0.0000,-405984,-409088
ORANGE_DRY_PALM_FOREST,1600115,0.2442,0,0.0000,-406176,-408992
ORANGE_XERIC_MOUNTAINS,323222,0.0493,0,0.0000,-409536,-277920
ORANGE_XERIC_SHRUBLAND,1523585,0.2325,0,0.0000,-406592,-408224
OVERGROWN_CLIFFS,4321155,0.6594,0,0.0000,-408096,-404000
OVERGROWN_DUGOUT,0,0.0000,25927472,3.9562,-407008,-409440
PALE_GARDEN,3825868,0.5838,3,0.0000,-409248,-407712
PALE_GARDEN_COAST,105755,0.0161,0,0.0000,-405632,-401632
PALM_BEACH,433171,0.0661,0,0.0000,-408128,-403648
PALM_FOREST,4092350,0.6244,0,0.0000,-406912,-408896
PEARLESCENT_DESERT,1896377,0.2894,0,0.0000,-407264,-392352
PERMAFROST_CLIFFS,1016528,0.1551,0,0.0000,-407552,-376096
PILLOW_PLAINS_INNER,1077647,0.1644,0,0.0000,-407712,-405024
PILLOW_PLAINS_MIDDLE,337869,0.0516,0,0.0000,-407680,-404928
PILLOW_PLAINS_OUTER,393260,0.0600,0,0.0000,-407520,-405088
PINE_BARRENS,2730183,0.4166,1369,0.0002,-409280,-408064
PINE_CANOPY,1438531,0.2195,1,0.0000,-407104,-406816
POLAR_MUSHROOM_COAST,11628,0.0018,465,0.0001,-409088,11296
POLAR_MUSHROOM_FIELDS,210771,0.0322,6319,0.0010,-407904,-352352
POLAR_PALE_GARDEN,1623012,0.2477,51237,0.0078,-408640,-409600
POLAR_PALE_GARDEN_COAST,37186,0.0057,1358,0.0002,-409600,-339968
PRAIRIE,1061614,0.1620,0,0.0000,-408224,-392704
PRISMATIC_SPRING,1262902,0.1927,1147659,0.1751,-409088,-404832
RED_ARID_PALE_GARDEN,588572,0.0898,0,0.0000,-406240,-361152
RED_ARID_PALE_GARDEN_COAST,8047,0.0012,0,0.0000,-407168,256928
RED_DESERT,1660978,0.2534,0,0.0000,-405824,-408768
RED_DRY_PALM_FOREST,388739,0.0593,0,0.0000,-407808,-408416
RED_MAPLE_GROVE,1007346,0.1537,6,0.0000,-406240,-406208
RED_XERIC_MOUNTAINS,683679,0.1043,0,0.0000,-407904,-408928
RED_XERIC_SHRUBLAND,4087521,0.6237,0,0.0000,-405568,-408192
REDWOOD_WOODLANDS,2332036,0.3558,0,0.0000,-409344,-406496
ROCKY_DESERT,3117169,0.4756,0,0.0000,-406400,-408768
ROCKY_GRASSLAND,3074222,0.4691,0,0.0000,-407904,-401056
ROCKY_JUNGLE,2541727,0.3878,0,0.0000,-405952,-386176
ROCKY_REFUGE,3462412,0.5283,2,0.0000,-408032,-401376
ROCKY_SEA_CAVES,47784,0.0073,4,0.0000,-409088,-408288
ROCKY_SHALLOW_OCEAN,147875,0.0226,30967,0.0047,-407584,-387584
SAKURA_CAVERNS,0,0.0000,17317586,2.6425,-408192,-409600
SAKURA_GROVE,3995748,0.6097,0,0.0000,-407136,-409504
SAKURA_STREAMS,1422221,0.2170,0,0.0000,-406592,-396896
SAKURA_WOODLANDS,2437554,0.3719,0,0.0000,-409280,-402240
SALT_FLATS,812037,0.1239,2,0.0000,-405664,-328736
SANDY_CHAMBERS,0,0.0000,17350152,2.6474,-405536,-408352
SANDY_SPLITS,4340479,0.6623,0,0.0000,-407232,-408928
SAVANNA,5842059,0.8914,0,0.0000,-405632,-393728
SAVANNA_OVERHANGS,3896159,0.5945,0,0.0000,-405888,-392704
SCARLET_SANCTUARY,3907659,0.5963,0,0.0000,-405920,-407616
SCULK_SWAMP,359648,0.0549,333137,0.0508,-406016,-405856
SEAGRASS_MEADOW,9677076,1.4766,1870123,0.2854,-407584,-404640
SEARING_TORS,697877,0.1065,0,0.0000,-409600,-390752
SECLUDED_VALLEY,1092456,0.1667,915451,0.1397,-407488,-408832
SECLUDED_VALLEY_OUTER,1301636,0.1986,1117261,0.1705,-407584,-408832
SEQUOIA_FOREST,4360709,0.6654,5,0.0000,-407040,-409600
SHALE_BEACH,1024953,0.1564,477,0.0001,-407584,-406048
SHALLOW_CORAL_OCEAN,4029708,0.6149,781955,0.1193,-407872,-403424
SHRUB_BEACH,633033,0.0966,0,0.0000,-408992,-407904
SINKHOLE_FROZEN,3431987,0.5237,3212591,0.4902,-409504,-409568
SINKHOLE_JUNGLE,4515126,0.6890,4153870,0.6338,-406656,-408800
SNOWDRIFT_COASTS,219428,0.0335,21491,0.0033,-409600,-399936
SNOWSWEPT_MEADOWS,1212699,0.1850,101,0.0000,-408288,-394592
SNOWY_BADLANDS,888620,0.1356,6,0.0000,-409600,-408832
SNOWY_BIRCH_FOREST,1875443,0.2862,322,0.0000,-409024,-400096
SNOWY_BLACKSTONE_MOUNTAINS,558793,0.0853,1104,0.0002,-406560,-323360
SNOWY_DUNES,1477524,0.2255,12,0.0000,-408992,-409248
SNOWY_MEADOW,3313324,0.5056,2967,0.0005,-407392,-406560
SNOWY_MOUNTAINS,1095133,0.1671,128,0.0000,-408832,-408576
SNOWY_PLAINS,3758168,0.5735,25163,0.0038,-408800,-405472
SNOWY_SEA_CAVES,970371,0.1481,53299,0.0081,-407936,-405984
SNOWY_SPIRES,3951917,0.6030,711,0.0001,-409600,-409600
SNOWY_TAIGA,3088955,0.4713,413,0.0001,-407104,-406496
SPRUCE_CAVERNS,0,0.0000,43122682,6.5800,-409344,-409600
SPRUCE_WOODLANDS,3834659,0.5851,581,0.0001,-409600,-409088
STEPPE,2581500,0.3939,0,0.0000,-405536,-409344
STONEGATE_SEAS,11295215,1.7235,11214787,1.7112,-409248,-406848
SUBTERRANEAN_MESA,0,0.0000,17293515,2.6388,-407520,-409600
SUBTROPICAL_DEEP_DEPTHS,2540756,0.3877,2225526,0.3396,-409568,-405600
SUBTROPICAL_DEEP_DEPTHS_TRENCH,75533,0.0115,66161,0.0101,-409504,-405536
SUBTROPICAL_DEEP_OCEAN,5210180,0.7950,4563540,0.6963,-408960,-404896
SUBTROPICAL_DEEP_OCEAN_VENTS,262577,0.0401,112495,0.0172,-409600,-405664
SUBTROPICAL_OCEAN,16348269,2.4945,9317523,1.4217,-409600,-406016
SUBTROPICAL_OCEAN_OVERHANGS,4354526,0.6644,850349,0.1298,-408960,-407616
SUBTROPICAL_OCEAN_SLOPES,9895620,1.5100,1915032,0.2922,-408928,-407712
SUBTROPICAL_OCEAN_TRENCH,521714,0.0796,222188,0.0339,-408864,-407552
SUGAR_PINE_WOODLANDS,2778578,0.4240,0,0.0000,-407584,-406336
SUNFLOWER_PRAIRIE,1087921,0.1660,0,0.0000,-409504,-407808
SWAMP,1996682,0.3047,1822250,0.2781,-406912,-409504
TAIGA,3966143,0.6052,4,0.0000,-408032,-409600
TAIGA_CLEARING,4361582,0.6655,1,0.0000,-408288,-409600
TALL_TIMBERLAND,6025147,0.9194,3,0.0000,-409600,-408064
TAR_PITS,871082,0.1329,0,0.0000,-409536,-387968
TEMPERATE_ALPHA_MOUNTAINS,1240853,0.1893,0,0.0000,-408064,-409248
TEMPERATE_EXTINCT_VOLCANO,1651122,0.2519,0,0.0000,-407040,-409440
TEMPERATE_GRASSLAND,3894961,0.5943,0,0.0000,-406048,-409600
TEMPERATE_MESA,1438807,0.2195,0,0.0000,-407264,-400896
TEMPERATE_MONTANE_RAINFOREST,2722640,0.4154,0,0.0000,-407296,-387872
TEMPERATE_MOUNTAINS,1254955,0.1915,0,0.0000,-408448,-409248
TEMPERATE_OVERPASS,2612730,0.3987,0,0.0000,-408384,-404192
TEMPERATE_RAINFOREST,2883620,0.4400,0,0.0000,-407200,-409152
TEMPERATE_SINKHOLE,267019,0.0407,0,0.0000,-407520,-409472
TEMPERATE_SINKHOLE_BORDER,712379,0.1087,607406,0.0927,-407488,-409568
TERRACOTTA_CAVES,0,0.0000,8625339,1.3161,-409440,-409408
TERRACOTTA_TOMBS,0,0.0000,16522384,2.5211,-409568,-409600
TRAVERTINE_TERRACES,781592,0.1193,0,0.0000,-405536,-335968
TROPICAL_DEEP_DEPTHS,2389959,0.3647,2089748,0.3189,-409600,-395424
TROPICAL_DEEP_DEPTHS_TRENCH,71138,0.0109,62041,0.0095,-409248,-379392
TROPICAL_DEEP_OCEAN,2460457,0.3754,2152521,0.3284,-407744,-404000
TROPICAL_DEEP_OCEAN_VENTS,29136,0.0044,16826,0.0026,-407488,-383456
TROPICAL_EXTINCT_VOLCANO,1555429,0.2373,0,0.0000,-407456,-388352
TROPICAL_FLOODPLAIN,400167,0.0611,0,0.0000,-407104,-373856
TROPICAL_ISLAND_SHALLOWS,1036035,0.1581,521889,0.0796,-409600,-396576
TROPICAL_MESA,5327867,0.8130,0,0.0000,-405568,-391520
TROPICAL_MUSHROOM_CAVES,0,0.0000,8602937,1.3127,-408384,-408320
TROPICAL_MUSHROOM_COAST,32272,0.0049,0,0.0000,-406048,-366688
TROPICAL_MUSHROOM_FIELDS,925548,0.1412,0,0.0000,-405632,-366752
TROPICAL_OCEAN,2981985,0.4550,1699905,0.2594,-405536,-398624
TROPICAL_OCEAN_OVERHANGS,1356180,0.2069,267901,0.0409,-407296,-403808
TROPICAL_OCEAN_SLOPES,3115643,0.4754,1774163,0.2707,-405568,-398368
TROPICAL_OCEAN_TRENCH,58673,0.0090,33459,0.0051,-406624,-384128
TROPICAL_RAINFOREST,1906760,0.2909,0,0.0000,-408448,-379584
TROPICAL_SINKHOLE,256473,0.0391,0,0.0000,-406976,-403488
TROPICAL_SINKHOLE_BORDER,686638,0.1048,572746,0.0874,-407104,-403552
TUNDRA,2232783,0.3407,2753,0.0004,-405568,-404064
TUNDRA_TRACKS,598542,0.0913,472,0.0001,-405632,-405568
VERDANT_VALLEYS,5058307,0.7718,4411771,0.6732,-405632,-406784
VERTICAL_VISTAS,448272,0.0684,91,0.0000,-406624,-331552
VERTICAL_VISTAS_FROZEN,607282,0.0927,122979,0.0188,-406944,-365824
VERTICAL_VISTAS_WARM,1923245,0.2935,0,0.0000,-408608,-409600
VINE_VAULT,0,0.0000,16508559,2.5190,-406560,-409568
WATERY_WILDS,407757,0.0622,0,0.0000,-407648,-373760
WET_SAVANNA,4110288,0.6272,0,0.0000,-408192,-404128
WHITE_WALLOWS,2163890,0.3302,0,0.0000,-409600,-407520
WINTRY_SEAS,3418203,0.5216,3416776,0.5214,-408768,-397472
WINTRY_WATERS,203029,0.0310,197504,0.0301,-409248,-386528
WOODED_BUTTES,6603297,1.0076,0,0.0000,-408992,-404064
XERIC_MOUNTAINS,823777,0.1257,0,0.0000,-408000,-325088
XERIC_SHRUBLAND,3154940,0.4814,0,0.0000,-408320,-408352
YELLOW_MAPLE_GROVE,2162055,0.3299,8,0.0000,-406528,-406176
