Biome,Surface Count,Surface %,Subsurface Count,Subsurface %,First X,First Z
DIORITE_MINES,0,0.0000,8603782,1.3128,-409600,-409088
DRIPSTONE_BARRENS,875754,0.1336,668742,0.1020,-408928,-409312
DRY_FIR_FIELDS,4864288,0.7422,3,0.0000,-405728,-409600
DRY_PALM_FOREST,1618966,0.2470,0,0.0000,-407104,-388896
DRY_TEMPERATE_MOUNTAINS,2106580,0.3214,0,0.0000,-406400,-409376
DRY_TEMPERATE_WHITE_MOUNTAINS,1997839,0.3048,0,0.0000,-408128,-409248
DRY_WOODLANDS,3453295,0.5269,0,0.0000,-406592,-383776
DRYBRUSH,5067979,0.7733,0,0.0000,-406112,-409472
ENCHANTED_CAVERNS,0,0.0000,17264868,2.6344,-408096,-409216
ENCHANTED_WOODLANDS,560520,0.0855,0,0.0000,-409600,-386624
ERUPTED_VOLCANO,3480353,0.5311,0,0.0000,-405600,-409600
FIR_FIELDS,1985615,0.3030,11,0.0000,-409600,-408064
FIR_HIGHLANDS,748369,0.1142,168,0.0000,-407712,-391808
FIRMIHIN_FOREST,3252870,0.4963,0,0.0000,-406688,-409024
FLOWERING_FOREST,3259536,0.4974,0,0.0000,-405536,-406592
FOLIAGE_FORTRESS_INNER,167530,0.0256,0,0.0000,-406400,-404000
FOLIAGE_FORTRESS_MIDDLE,899380,0.1372,0,0.0000,-406336,-404064
FOLIAGE_FORTRESS_OUTER,1273772,0.1944,0,0.0000,-406368,-404096
FOSSILIZED_FENLANDS,4503172,0.6871,10,0.0000,-408416,-409600
FRIGID_WASTELANDS,2293822,0.3500,285,0.0000,-406272,-400736
FROSTBOUND_CHASMS,742622,0.1133,568073,0.0867,-408224,-399328
FROSTCOATED_BOG,3805826,0.5807,0,0.0000,-408992,-402528
FROSTY_FINGERS,3147851,0.4803,359614,0.0549,-405664,-405216
FROZEN_BEACH,164851,0.0252,5328,0.0008,-406240,-405408
FROZEN_DEEP_DEPTHS,745504,0.1138,652862,0.0996,-409536,-401248
FROZEN_DEEP_DEPTHS_TRENCH,22626,0.0035,19762,0.0030,-409376,-401248
FROZEN_DEEP_OCEAN,780993,0.1192,681918,0.1041,-409312,-400992
FROZEN_DEEP_OCEAN_VENTS,63755,0.0097,17893,0.0027,-405888,-405440
FROZEN_FUNGI,2705826,0.4129,2453,0.0004,-405824,-405504
FROZEN_ISLAND_SHALLOWS,280130,0.0427,147933,0.0226,-409088,-400608
FROZEN_MARSH,1796271,0.2741,442,0.0001,-408544,-398432
FROZEN_OCEAN,4776056,0.7288,1497183,0.2285,-405920,-405472
FROZEN_OCEAN_OVERHANGS,93935,0.0143,15101,0.0023,-406016,-364960
FROZEN_OCEAN_SLOPES,1673599,0.2554,963795,0.1471,-408832,-400512
FROZEN_OCEAN_TRENCH,126341,0.0193,35741,0.0055,-405856,-405088
FROZEN_SPIRES,2936444,0.4481,329273,0.0502,-405536,-404384
FUNGAL_CAVERNS,0,0.0000,8678782,1.3243,-406848,-406976
FUNGAL_UNDERGROWTH,0,0.0000,8597882,1.3119,-409088,-407968
GLACIAL_OVERHANGS,1231642,0.1879,47898,0.0073,-405632,-405568
GLOOMY_GORGE,3300120,0.5036,0,0.0000,-406464,-409536
GRANITE_MINES,0,0.0000,8578822,1.3090,-408608,-409600
GRASS_SAVANNA,3256532,0.4969,0,0.0000,-405696,-392160
HIGHLANDS,1025346,0.1565,0,0.0000,-407008,-401696
HONEY_GROTTO,0,0.0000,8587654,1.3104,-409120,-409568
ICE_CAPS,1802106,0.2750,463890,0.0708,-407744,-375936
ICE_SPIKES,2850234,0.4349,317971,0.0485,-405760,-404832
ICEBERG_OCEAN,12025905,1.8350,6884333,1.0505,-409312,-407040
ICEBOUND_JUNGLE,2170645,0.3312,0,0.0000,-405664,-404064
ICY_INCISIONS,4773554,0.7284,0,0.0000,-409248,-408896
INFERNO_ISLES,0,0.0000,17153648,2.6174,-408320,-409600
ISLAND_SHALLOWS,890171,0.1358,484783,0.0740,-406976,-397984
JUNGLE,4024462,0.6141,0,0.0000,-407296,-403680
JUNGLE_CAVERNS,0,0.0000,17209750,2.6260,-407424,-409600
JUNGLE_CAVES,0,0.0000,25876153,3.9484,-408384,-409600
KELP_FOREST,6228742,0.9504,1200631,0.1832,-407968,-404384
KELP_FOREST_GRAVEL,15183299,2.3168,2948402,0.4499,-409504,-408384
LAND_GLACIER,2947484,0.4498,323850,0.0494,-405952,-405280
LAVA_TUBES,0,0.0000,3162722,0.4826,-405536,-409504
LAVENDER_CAVERNS,0,0.0000,34581443,5.2767,-405696,-409440
LAVENDER_CRAGS,666174,0.1017,106,0.0000,-408064,-371296
LAVENDER_FIELDS,1031300,0.1574,0,0.0000,-406048,-405856
LUSH_CAVES,0,0.0000,8612235,1.3141,-409568,-408096
LUSH_LOOPS,2680325,0.4090,0,0.0000,-406528,-383840
LUSH_SEA_CAVES,184589,0.0282,0,0.0000,-405568,-392320
MANGROVE_CAVERNS,0,0.0000,8589394,1.3106,-408864,-407456
MANGROVE_SWAMP,698551,0.1066,610198,0.0931,-407936,-388000
MAPLE_CAVERNS,0,0.0000,17190387,2.6230,-409184,-408864
MAPLE_GROVE,2267233,0.3460,8,0.0000,-408288,-409600
MAPLE_WOODLANDS,1873544,0.2859,208,0.0000,-405536,-403744
MARBLE_MINES,0,0.0000,8645995,1.3193,-409600,-408832
MARINE_MONOLITHS,4254361,0.6492,4216845,0.6434,-409248,-408032
MARSH,1502945,0.2293,0,0.0000,-408480,-404736
MESA_MONUMENTS,5276558,0.8051,0,0.0000,-405568,-409248
MONSOON_FOREST,4160954,0.6349,0,0.0000,-405632,-393728
MONTANE_FOREST,3540166,0.5402,181,0.0000,-409376,-409600
MOORLAND,3432879,0.5238,0,0.0000,-407200,-409152
MOUNTAIN_MIRRORS,1333012,0.2034,236290,0.0361,-408128,-376192
MOUNTAINS,2825822,0.4312,3,0.0000,-406208,-407008
MUDDY_COASTS,935012,0.1427,0,0.0000,-407744,-403776
MURKY_MARSHLANDS,1419122,0.2165,1266412,0.1932,-406400,-404480
MUSHROOM_COAST,49970,0.0076,0,0.0000,-408576,-381760
MUSHROOM_FIELDS,1484494,0.2265,0,0.0000,-405760,-366624
MUSKEG,584739,0.0892,0,0.0000,-407968,-369952
OAK_CAVERNS,0,0.0000,25852596,3.9448,-409600,-409600
OAK_FOREST,3813689,0.5819,0,0.0000,-407552,-409248
OAK_SAVANNA,5003596,0.7635,0,0.0000,-406720,-404512
OAK_WOODLANDS,3558338,0.5430,363,0.0001,-409312,-409600
OASIS,37853,0.0058,0,0.0000,-407136,-392448
OASIS_OUTER,415972,0.0635,0,0.0000,-407264,-392672
OCEAN,5751133,0.8776,3276466,0.4999,-407936,-404448
OCEAN_OVERHANGS,138619,0.0212,27891,0.0043,-407968,-339744
OCEAN_SLOPES,5925176,0.9041,3371454,0.5144,-407648,-404352
OCEAN_TRENCH,1173726,0.1791,346960,0.0529,-409280,-408320
OLD_GROWTH_SEQUOIA_FOREST,3277405,0.5001,6,0.0000,-407648,-409600
ORANGE_ARID_PALE_GARDEN,589923,0.0900,0,0.0000,-406336,-361312
ORANGE_ARID_PALE_GARDEN_COAST,7883,0.0012,0,0.0000,-406208,-361312
ORANGE_DESERT,1868711,0.2851,0,0.0000,-405984,-409088
ORANGE_DRY_PALM_FOREST,1771169,0.2703,0,0.0000,-406336,-408224
ORANGE_XERIC_MOUNTAINS,348460,0.0532,0,0.0000,-406880,-233504
ORANGE_XERIC_SHRUBLAND,1687578,0.2575,0,0.0000,-406592,-408224
OVERGROWN_CLIFFS,2974498,0.4539,0,0.0000,-408096,-404000
OVERGROWN_DUGOUT,0,0.0000,25860516,3.9460,-406912,-409472
PALE_GARDEN,3586650,0.5473,1,0.0000,-409248,-407712
PALE_GARDEN_COAST,99987,0.0153,0,0.0000,-405632,-401632
PALM_BEACH,370336,0.0565,0,0.0000,-408128,-403648
PALM_FOREST,3163990,0.4828,0,0.0000,-407904,-389312
PEARLESCENT_DESERT,2126689,0.3245,0,0.0000,-407264,-392352
PERMAFROST_CLIFFS,1213654,0.1852,0,0.0000,-408480,-399776
PILLOW_PLAINS_INNER,1077727,0.1644,0,0.0000,-407712,-405024
PILLOW_PLAINS_MIDDLE,337904,0.0516,0,0.0000,-407680,-404928
PILLOW_PLAINS_OUTER,393251,0.0600,0,0.0000,-407520,-405088
PINE_BARRENS,3081013,0.4701,1329,0.0002,-409280,-408064
PINE_CANOPY,1691200,0.2581,0,0.0000,-409280,-405568
POLAR_MUSHROOM_COAST,13302,0.0020,465,0.0001,-409088,11296
POLAR_MUSHROOM_FIELDS,241911,0.0369,6321,0.0010,-407904,-352352
POLAR_PALE_GARDEN,1862126,0.2841,51235,0.0078,-408640,-409600
POLAR_PALE_GARDEN_COAST,42970,0.0066,1358,0.0002,-409600,-339968
PRAIRIE,3104221,0.4737,0,0.0000,-406464,-409376
PRISMATIC_SPRING,1262940,0.1927,1147701,0.1751,-409088,-404832
RED_ARID_PALE_GARDEN,588598,0.0898,0,0.0000,-406240,-361152
RED_ARID_PALE_GARDEN_COAST,8046,0.0012,0,0.0000,-407168,256928
RED_DESERT,1857335,0.2834,0,0.0000,-405824,-408768
RED_DRY_PALM_FOREST,441795,0.0674,0,0.0000,-407808,-408416
RED_MAPLE_GROVE,1058322,0.1615,8,0.0000,-408224,-409536
RED_XERIC_MOUNTAINS,718615,0.1097,0,0.0000,-407904,-408928
RED_XERIC_SHRUBLAND,4496389,0.6861,0,0.0000,-405536,-408352
REDWOOD_WOODLANDS,2137781,0.3262,0,0.0000,-409344,-406496
ROCKY_DESERT,3480847,0.5311,0,0.0000,-406400,-408768
ROCKY_GRASSLAND,2972328,0.4535,0,0.0000,-407904,-401056
ROCKY_JUNGLE,1678913,0.2562,0,0.0000,-407744,-403616
ROCKY_REFUGE,2956993,0.4512,0,0.0000,-408608,-409600
ROCKY_SEA_CAVES,67274,0.0103,4,0.0000,-409088,-408288
ROCKY_SHALLOW_OCEAN,157977,0.0241,33275,0.0051,-407584,-387584
SAKURA_CAVERNS,0,0.0000,17273767,2.6358,-408192,-409600
SAKURA_GROVE,3243963,0.4950,0,0.0000,-407136,-409504
SAKURA_STREAMS,1220459,0.1862,0,0.0000,-406592,-396896
SAKURA_WOODLANDS,2228550,0.3400,0,0.0000,-409216,-407040
SALT_FLATS,969986,0.1480,0,0.0000,-407744,-405696
SANDY_CHAMBERS,0,0.0000,17306221,2.6407,-405536,-408352
SANDY_SPLITS,4340846,0.6624,0,0.0000,-407232,-408928
SAVANNA,3047870,0.4651,0,0.0000,-407040,-403296
SAVANNA_OVERHANGS,4086009,0.6235,0,0.0000,-408128,-388384
SCARLET_SANCTUARY,4458033,0.6802,0,0.0000,-405888,-407648
SCULK_SWAMP,780413,0.1191,724014,0.1105,-409152,-402176
SEAGRASS_MEADOW,9609957,1.4664,1857307,0.2834,-407584,-404640
SEARING_TORS,763166,0.1164,0,0.0000,-409600,-390752
SECLUDED_VALLEY,1092516,0.1667,915512,0.1397,-407488,-408832
SECLUDED_VALLEY_OUTER,1301832,0.1986,1117428,0.1705,-407584,-408832
SEQUOIA_FOREST,4915951,0.7501,5,0.0000,-405728,-406176
SHALE_BEACH,1243070,0.1897,436,0.0001,-408832,-408256
SHALLOW_CORAL_OCEAN,3421665,0.5221,662663,0.1011,-407872,-403424
SHRUB_BEACH,547046,0.0835,0,0.0000,-409056,-407008
SINKHOLE_FROZEN,3428177,0.5231,3209026,0.4897,-409504,-409568
SINKHOLE_JUNGLE,4515602,0.6890,4154425,0.6339,-406656,-408800
SNOWDRIFT_COASTS,258028,0.0394,21504,0.0033,-409600,-399936
SNOWSWEPT_MEADOWS,1581123,0.2413,79,0.0000,-405760,-405920
SNOWY_BADLANDS,1182151,0.1804,0,0.0000,-409600,-408832
SNOWY_BIRCH_FOREST,2427571,0.3704,261,0.0000,-408384,-406496
SNOWY_BLACKSTONE_MOUNTAINS,633690,0.0967,957,0.0001,-406560,-323360
SNOWY_DUNES,1969086,0.3005,8,0.0000,-409600,-409216
SNOWY_MEADOW,4125474,0.6295,2621,0.0004,-409344,-408672
SNOWY_MOUNTAINS,1393818,0.2127,112,0.0000,-406336,-409600
SNOWY_PLAINS,3757524,0.5734,25160,0.0038,-408800,-405472
SNOWY_SEA_CAVES,1118486,0.1707,53322,0.0081,-407936,-405984
SNOWY_SPIRES,4814895,0.7347,539,0.0001,-409600,-409600
SNOWY_TAIGA,4082178,0.6229,383,0.0001,-407104,-406496
SPRUCE_CAVERNS,0,0.0000,43028005,6.5656,-409344,-409600
SPRUCE_WOODLANDS,5056203,0.7715,535,0.0001,-408992,-409248
STEPPE,5507223,0.8403,0,0.0000,-405536,-409344
STONEGATE_SEAS,12092978,1.8452,12007635,1.8322,-408960,-407616
SUBTERRANEAN_MESA,0,0.0000,17251885,2.6324,-407520,-409600
SUBTROPICAL_DEEP_DEPTHS,2080322,0.3174,1822688,0.2781,-406720,-402080
SUBTROPICAL_DEEP_DEPTHS_TRENCH,61991,0.0095,54239,0.0083,-406688,-402080
SUBTROPICAL_DEEP_OCEAN,4307276,0.6572,3773604,0.5758,-408960,-404896
SUBTROPICAL_DEEP_OCEAN_VENTS,216851,0.0331,93121,0.0142,-409600,-405664
SUBTROPICAL_OCEAN,13474805,2.0561,7673272,1.1708,-409472,-405984
SUBTROPICAL_OCEAN_OVERHANGS,3601111,0.5495,703340,0.1073,-409184,-404960
SUBTROPICAL_OCEAN_SLOPES,8142958,1.2425,1576279,0.2405,-409088,-405088
SUBTROPICAL_OCEAN_TRENCH,430110,0.0656,183581,0.0280,-409504,-405920
SUGAR_PINE_WOODLANDS,3597887,0.5490,0,0.0000,-407584,-406336
SUNFLOWER_PRAIRIE,1493566,0.2279,0,0.0000,-408704,-402848
SWAMP,1698455,0.2592,1549513,0.2364,-409600,-405152
TAIGA,4710462,0.7188,2,0.0000,-408032,-409600
TAIGA_CLEARING,5185630,0.7913,1,0.0000,-409600,-407520
TALL_TIMBERLAND,2918555,0.4453,3,0.0000,-409600,-407840
TAR_PITS,982901,0.1500,0,0.0000,-406784,-408672
TEMPERATE_ALPHA_MOUNTAINS,1036299,0.1581,0,0.0000,-408864,-374752
TEMPERATE_EXTINCT_VOLCANO,1417085,0.2162,0,0.0000,-406912,-397920
TEMPERATE_GRASSLAND,3104212,0.4737,0,0.0000,-407104,-409184
TEMPERATE_MESA,1196534,0.1826,0,0.0000,-407264,-400896
TEMPERATE_MONTANE_RAINFOREST,2105643,0.3213,0,0.0000,-407296,-387872
TEMPERATE_MOUNTAINS,1043979,0.1593,0,0.0000,-407680,-401760
TEMPERATE_OVERPASS,2982177,0.4550,0,0.0000,-409024,-404160
TEMPERATE_RAINFOREST,3236635,0.4939,0,0.0000,-406880,-404384
TEMPERATE_SINKHOLE,220929,0.0337,0,0.0000,-407520,-409472
TEMPERATE_SINKHOLE_BORDER,587285,0.0896,495367,0.0756,-407488,-409568
TERRACOTTA_CAVES,0,0.0000,8606425,1.3132,-409440,-409408
TERRACOTTA_TOMBS,0,0.0000,16522384,2.5211,-409568,-409600
TRAVERTINE_TERRACES,698024,0.1065,0,0.0000,-405536,-335968
TROPICAL_DEEP_DEPTHS,2032573,0.3101,1777660,0.2712,-409216,-379488
TROPICAL_DEEP_DEPTHS_TRENCH,60493,0.0092,52678,0.0080,-409248,-379392
TROPICAL_DEEP_OCEAN,2093788,0.3195,1832728,0.2797,-409600,-395808
TROPICAL_DEEP_OCEAN_VENTS,24974,0.0038,14364,0.0022,-407488,-383456
TROPICAL_EXTINCT_VOLCANO,1363396,0.2080,0,0.0000,-407456,-388352
TROPICAL_FLOODPLAIN,559934,0.0854,0,0.0000,-406656,-367776
TROPICAL_ISLAND_SHALLOWS,985790,0.1504,491311,0.0750,-409600,-396576
TROPICAL_MESA,4593814,0.7010,0,0.0000,-405568,-391520
TROPICAL_MUSHROOM_CAVES,0,0.0000,8587696,1.3104,-408384,-408320
TROPICAL_MUSHROOM_COAST,30070,0.0046,0,0.0000,-406048,-366688
TROPICAL_MUSHROOM_FIELDS,859662,0.1312,0,0.0000,-405632,-366752
TROPICAL_OCEAN,2536129,0.3870,1445467,0.2206,-406656,-393120
TROPICAL_OCEAN_OVERHANGS,1151950,0.1758,227516,0.0347,-407296,-403808
TROPICAL_OCEAN_SLOPES,2639627,0.4028,1501964,0.2292,-405568,-398368
TROPICAL_OCEAN_TRENCH,50047,0.0076,28453,0.0043,-406624,-384128
TROPICAL_RAINFOREST,5152962,0.7863,0,0.0000,-407648,-403712
TROPICAL_SINKHOLE,216892,0.0331,0,0.0000,-406976,-403488
TROPICAL_SINKHOLE_BORDER,580690,0.0886,484595,0.0739,-407104,-403552
TUNDRA,2652122,0.4047,2349,0.0004,-405568,-404064
TUNDRA_TRACKS,707605,0.1080,440,0.0001,-408896,-398368
VERDANT_VALLEYS,4574821,0.6981,3951587,0.6030,-407264,-404672
VERTICAL_VISTAS,547196,0.0835,77,0.0000,-409408,-347104
VERTICAL_VISTAS_FROZEN,662248,0.1011,123017,0.0188,-406944,-365824
VERTICAL_VISTAS_WARM,1976951,0.3017,0,0.0000,-406560,-407264
VINE_VAULT,0,0.0000,16508555,2.5190,-406560,-409568
WATERY_WILDS,557533,0.0851,0,0.0000,-407648,-373760
WET_SAVANNA,3221040,0.4915,0,0.0000,-406272,-386336
WHITE_WALLOWS,2526060,0.3854,0,0.0000,-407520,-409600
WINTRY_SEAS,3866728,0.5900,3865092,0.5898,-409568,-405600
WINTRY_WATERS,224718,0.0343,218670,0.0334,-409248,-386528
WOODED_BUTTES,5383981,0.8215,0,0.0000,-408032,-409536
XERIC_MOUNTAINS,766024,0.1169,0,0.0000,-408448,-408608
XERIC_SHRUBLAND,4433792,0.6765,0,0.0000,-407200,-408928
YELLOW_MAPLE_GROVE,2265956,0.3458,2,0.0000,-408128,-409600
